id;uf;orgao;fim;motivo;acao
7ceddee555475ff5bb40;SC;PNCP — FUNDACAO MUNICIPAL DE ESPORTES;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
912814ad1948d6301e60;SC;PNCP — MUNICIPIO DE IRINEOPOLIS;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
98f9a69f21f7a9c94adb;SC;PNCP — FUNDACAO MUNICIPAL DE ESPORTES;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
d3030fab3b9dc994dd70;SC;PNCP — FUNDO MUNICIPAL SAUDE ANITA GARIBALDI;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
25db95b72f2bc4936c8a;SC;PNCP — MUNICIPIO DE ANITA GARIBALDI;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
725e2f078a3ed7893e67;SC;PNCP — MUNICIPIO DE ANITA GARIBALDI;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
770f8bdbb834f8114922;SC;PNCP — FUNDO MUNICIPAL SAUDE ANITA GARIBALDI;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
f338e2b684d5a947a32c;SC;PNCP — FUNDO MUNICIPAL SAUDE ANITA GARIBALDI;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
d6d7c11b64f398ad3612;SE;PNCP — MUNICIPIO DE NOSSA SENHORA DO SOCORRO;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
376797a4a12712fd398d;SE;PNCP — MUNICIPIO DE ARACAJU;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
0aeca17ad40153d72098;SP;PNCP — MUNICIPIO DE ARUJA;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
4a7d9b045e01597976d7;SP;PNCP — MUNICIPIO DE SAO CARLOS;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
4cb4007f3cb377686f37;SP;PNCP — MUNICIPIO DE SAO CARLOS;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
6616a1bdba8d47fb8a9f;SP;PNCP — MUNICIPIO DE SAO CARLOS;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
6796acfe267016e7689d;SP;PNCP — MUNICIPIO DE INDAIATUBA;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
67da99c363adbbce4d00;SP;PNCP — MUNICIPIO DE SAO CARLOS;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
7b3588e09fc80aea4a7d;SP;PNCP — MUNICIPIO DE SAO CARLOS;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
93b289eebfbf7885cbfa;SP;PNCP — MUNICIPIO DE INDAIATUBA;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
95888ca3f2ff49ada9b4;SP;PNCP — MUNICIPIO DE POTIM;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
a05a1fc4d54dee02d624;SP;PNCP — MUNICIPIO DE NOVO HORIZONTE;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
aa9366fa9ddcbbd6d421;SP;PNCP — MUNICIPIO DE IRACEMAPOLIS;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
b11e3c03d0c1f27a3e84;SP;PNCP — MUNICIPIO DE SAO CARLOS;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
b1ae48b981558670d3b6;SP;PNCP — MUNICIPIO DE SAO JOSE DO RIO PRETO;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
b49b8f6ea19527980e88;SP;PNCP — MUNICIPIO DE ITATINGA;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
beacfe3d5cdc9fbdb2c5;SP;PNCP — MUNICIPIO DE SAO CARLOS;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
c88fa3d1061327a1b421;SP;PNCP — MUNICIPIO DE SAO CARLOS;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
d745ecf4c07740d46779;SP;PNCP — MUNICIPIO DE ARARAS;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
e8df77e31a73d7557c2f;SP;PNCP — MUNICIPIO DE SAO JOSE DO RIO PRETO;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
f07da31c0e90c5f69c0d;SP;PNCP — MUNICIPIO DE SANTA BRANCA;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
061c84c4adec9779e832;SP;PNCP — MUNICIPIO DE SAO CARLOS;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
2353bf2c30e124bc1040;SP;PNCP — MUNICIPIO DE SAO CARLOS;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
28e30a34a58ff70a9880;SP;PNCP — MUNICIPIO DE SAO CARLOS;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
2e5e89f252308a16598d;SP;PNCP — MUNICIPIO DE SAO CARLOS;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
446468bf9857a690709e;SP;PNCP — MUNICIPIO DE SAO CARLOS;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
4495a03ac36d071450b8;SP;PNCP — MUNICIPIO DE SAO CARLOS;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
450ddcf374944d6c8e89;SP;PNCP — MUNICIPIO DE SAO CARLOS;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
5aa4642e09b073f7b903;SP;PNCP — MUNICIPIO DE SAO CARLOS;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
6a8ff07d3833c18fa7b3;SP;PNCP — MUNICIPIO DE SAO CARLOS;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
7b049e95eb5ff355dd4a;SP;PNCP — MUNICIPIO DE SAO CARLOS;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
9d782e83c94f1076847c;SP;PNCP — MUNICIPIO DE SAO CARLOS;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
b5eb9cc516cb8acb39c5;SP;PNCP — MUNICIPIO DE SAO CARLOS;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
b6b640f9a98dab4b10ac;SP;PNCP — MUNICIPIO DE CAMPO LIMPO PAULISTA;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
dbf84cce380480269fd6;SP;PNCP — MUNICIPIO DE SAO CARLOS;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
f7c8c38e7d917f249a2a;SP;PNCP — MUNICIPIO DE SAO CARLOS;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
b810b6141c26073ccf8f;SP;PNCP — MUNICIPIO DE INDAIATUBA;;fora da abrangencia aprovada pelo titular (nacional + GO + Goiania): edital municipal de outra UF, cujo proponente precisa ter sede ou atuacao no municipio;manter no acervo historico, retirar da fila de verificacao ate que o titular amplie a abrangencia
