prioridade;situacao;fim;dias_restantes;veredito;uf;municipio;orgao;titulo;faltam;pagina_oficial;motivo_sem_pagina_oficial;familia_de_rota;exige_navegador;id
4;sem_prazo_confirmado;;;atencao;MT;MT/Sorriso;PNCP — MUNICIPIO DE SORRISO;SELEÇÃO DE ENTIDADE DE DIREITO PRIVADO, SEM FINS LUCRATIVOS, QUALIFICADA COMO ORGANIZAÇÃO DA SOCIEDADE CIVIL DE INTERESSE PÚBLICO - OSCIP PARA CELEBRAR TERMO DE PARCERIA PARA FORMAÇÃO DE VÍNCULO DE COOPERAÇÃO, VISANDO O FOMENTO E REALIZAÇÃO DE ATIVIDADES DE INTERESSE PÚBLICO NO DESENVOLVIMENTO DE PR;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;6846a6fdc442a7edf191
4;sem_prazo_confirmado;;;atencao;SC;SC/Xanxerê;PNCP — MUNICIPIO DE XANXERE;O presente objeto constitui-se em concurso para seleção de 14 (quatorze) projetos culturais nas categorias Formação e Produção, que contribuam para a produção, difusão, fomento, consumo, reflexão e profissionalização artística e cultural no município. A iniciativa tem como finalidade reconhecer e pr;prazo de inscrição;https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=98838320900012025;;;nao;725f30918246f1fd725a
4;sem_prazo_confirmado;;;atencao;PR;PR/Terra Boa;PNCP — MUNICIPIO DE TERRA BOA;Celebração de Termo de Colaboração com entidade que ofereça serviço de Acolhimento Institucional para jovens e adultos com deficiência - Proteção Social Especial de Alta Complexidade, conforme previsto na Politica Nacional de Assistência Social do Sistema Único de Assistência Social - SUAS.;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;76d1259c4c611525eb22
4;sem_prazo_confirmado;;;atencao;BA;BA/Guaratinga;PNCP — MUNICIPIO DE GUARATINGA;EDITAL DE FOMENTO PARA APOIO A PROJETOS COM RECURSOS DA LEI COMPLEMENTAR Nº 195/2022 (LEI PAULO GUSTAVO) – INCISOS I, II E III DO ART. 6º. AUDIOVISUAL, PRODUÇÃO, SALAS DE CINEMA E FORMAÇÃO.;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;7a97a0c5ff1fb737f735
4;sem_prazo_confirmado;;;atencao;RS;RS/Alvorada;PNCP — MUNICIPIO DE ALVORADA;Chamamento Publico n° 01/2024 com as organizações da Sociedade Civil para a execução do Carnaval 2024 de Alvorada/RS.;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;80283fe7346eec3fae05
4;sem_prazo_confirmado;;;atencao;RS;RS/Novo Hamburgo;PNCP — MUNICIPIO DE NOVO HAMBURGO;CHAMAMENTO PÚBLICO CULTURAL Nº 10/2024 - EDITAL DE SUBSÍDIO PARA MANUTENÇÃO DE ESPAÇOS, AMBIENTES E INICIATIVAS ARTÍSTICO-CULTURAIS (PNAB) - Chamamento Público para seleção de projetos culturais de espaços , ambientes e iniciativas artístico-culturais para receber subsídio para manutenção com recurs;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;80529ad515742473b8f5
4;sem_prazo_confirmado;;;atencao;RJ;RJ/Rio de Janeiro;PNCP — ESTADO DO RIO DE JANEIRO;O presente procedimento tem por objeto subsidiar o Chamamento Público para a seleção de associações e/ou cooperativas para a coleta e destinação de resíduos recicláveis gerados nas unidades do Departamento de Trânsito do Estado do Rio de Janeiro – DETRAN-RJ.;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;82f947d591f92ed7759c
4;sem_prazo_confirmado;;;atencao;MG;MG/Ribeirão das Neves;PNCP — MUNICIPIO DE RIBEIRAO DAS NEVES;EDITAL DE CHAMAMENTO PÚBLICO Nº.112/2024 PARA PREMIAÇÃO DE AGENTES CULTURAIS QUE TENHAM PRESTADO RELEVANTE CONTRIBUIÇÃO AO DESENVOLVIMENTO ARTÍSTICO OU CULTURAL DO MUNICÍPIO DE RIBEIRÃO DAS NEVES COM RECURSOS DA POLÍTICA NACIONAL ALDIR BLANC DE FOMENTO À CULTURA - PNAB (LEI Nº 14.399/2022);prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;832b4ebf5f1b167a198e
4;sem_prazo_confirmado;;;atencao;PR;PR/Mariópolis;PNCP — MUNICIPIO DE MARIOPOLIS;O objeto deste Chamamento Publico e selecionar Organizacao de Sociedade Civil sem fins lucrativos sem fins lucrativos destinados ao atendimento a Pessoas Idosas com repasse de recursos provenientes do Fundo Municipal de Direito do Idoso atendendo as necessidades do publico alvo observando as co;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;90540a1ed23e0ef1be9c
4;sem_prazo_confirmado;;;atencao;SP;SP/Indaiatuba;PNCP — MUNICIPIO DE INDAIATUBA;Chamamento público para seleção de patrocínio para apresentação de peça teatral, ônibus laboratório, atividades ambientais e subsidiar materiais recicláveis para as oficinas que serão realizadas durante a 4ª edição da Feira Ambiental Ecopark 2025.;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;93b289eebfbf7885cbfa
4;sem_prazo_confirmado;;;atencao;SP;SP/Potim;PNCP — MUNICIPIO DE POTIM;CHAMAMENTO PÚBLICO 002 2026 - SELEÇÃO DE ORGANIZAÇÃO DA SOCIEDADE CIVIL (OSC) PARA A IMPLANTAÇÃO, OPERACIONALIZAÇÃO E GESTÃO DE UNIDADE DE ATENDIMENTO MÉDICO-VETERINÁRIO PÚBLICO NESTE MUNICÍPIO.;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;95888ca3f2ff49ada9b4
4;sem_prazo_confirmado;;;atencao;SC;SC/Araquari;PNCP — FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;Seleção de Organização da Sociedade Civil mediante a formalização de Termo de Colaboração, para execução de Serviço de Acolhimento Institucional na modalidade Casa de Passagem.;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;95ca296b9b2eb1502b2f
4;sem_prazo_confirmado;;;atencao;SC;SC/Chapecó;PNCP — FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE CHAPECO;Seleção de propostas de planos de trabalho de Organizações da Sociedade Civil (OSC) para a celebração de Termo de Colaboração por meio de parceria em regime de cooperação para execução do Serviço de Acolhimento Institucional, na modalidade de Casa Lar, no Município de Chapecó-SC, com recursos do Fun;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;9690b9db02872397b25b
4;sem_prazo_confirmado;;;atencao;;;;Edital vai destinar R$ 6 milhões a projetos de proteção dos direitos de crianças ​e adolescentes;prazo de inscrição, página oficial;;portal_de_noticia_do_terceiro_setor: não serve como fonte de prazo, objeto, pagina_oficial. Serve, e serve bem, para descobrir o nome do patrocinador e do edital. Dai em diante a fonte e o site do pro;portal_de_noticia_do_terceiro_setor;nao;97292f2d3c686703e79e
4;sem_prazo_confirmado;;;atencao;SC;SC/Guaramirim;PNCP — FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE GUARAMIRIM;CHAMAMENTO PÚBLICO PARA SELEÇÃO DE ORGANIZAÇÕES DA SOCIEDADE CIVIL PARA EXECUÇÃO DE PROJETOS INOVADORES E/OU COMPLEMENTARES À POLÍTICA DE ASSISTÊNCIA SOCIAL E QUE TENHAM COMO PÚBLICO ALVO OS USUÁRIOS DO SISTEMA ÚNICO DE ASSISTÊNCIA SOCIAL - SUAS, ESPECIALMENTE AS FAMÍLIAS EM SITUAÇÃO DE VULNERABILID;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;985081b8a9c67099babc
4;sem_prazo_confirmado;;;atencao;MT;MT/Rondonópolis;PNCP — MUNICIPIO DE RONDONOPOLIS;EDITAL 04 - FOMENTO E PREMIAÇÃO PARA AGENTES CULTURAIS DO MUNICÍPIO, COM RECURSOS DO GOVERNO FEDERAL POR MEIO DA POLÍTICA NACIONAL ALDIR BLANC II DE FOMENTO À CULTURA, NO ÂMBITO DA LEI 14.399, DE 08 DE JULHO DE 2022.;prazo de inscrição;https://transparencia.rondonopolis.mt.gov.br/rondonopolis/licitacoes/licitacao?id=29309;;;nao;a36ee8a76017ea615080
4;sem_prazo_confirmado;;;atencao;MT;;PNCP — MUNICIPIO DE RONDONOPOLIS;EDITAL 04 - FOMENTO E PREMIAÇÃO PARA AGENTES CULTURAIS DO MUNICÍPIO, COM RECURSOS DO GOVERNO FEDERAL POR MEIO DA POLÍTIC;prazo de inscrição;https://www.rondonopolis.mt.gov.br/lei-aldir-blanc-ciclo-2/;;;nao;a36ee8a76017ea615080
4;sem_prazo_confirmado;;;atencao;SC;SC/Rio dos Cedros;PNCP — MUNICIPIO DE RIO DOS CEDROS;SELEÇÃO DE PROJETOS PARA FIRMAR TERMO DE EXECUÇÃO CULTURAL COM RECURSOS DA POLÍTICA NACIONAL ALDIR BLANC DE FOMENTO À CULTURA - PNAB (LEI Nº 14.399/2022).;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;a71d80ef1339e87b7a93
4;sem_prazo_confirmado;;;atencao;RS;RS/Lagoa Vermelha;PNCP — MUNICIPIO DE LAGOA VERMELHA;EDITAL DE CHAMAMENTO PÚBLICO objetivando à seleção de ações ou atividades alusivas ao Calendário Oficial de Eventos do Município de Lagoa Vermelha, a serem realizados no quarto trimestre de ano de 2025, para a concessão de auxílio financeiro através de patrocínio, nos termos e cláusulas estabelecida;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;a902f9b63006946ca43e
4;sem_prazo_confirmado;;;atencao;PR;PR/Curitiba;;Chamamento público para seleção de interessados na utilização de espaços públicos para uso de estrutura física para uso de mão de obra prisional nos estabelecimentos penais na Regional de Curitiba no Estado do Paraná, mediante adesão às condições previstas na Minuta de Termo de Cooperação e Permissã;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;a9b37cf8858edb35a456
4;sem_prazo_confirmado;;;atencao;SP;SP/Iracemápolis;PNCP — MUNICIPIO DE IRACEMAPOLIS;Seleção de projetos para firmar Termo de Execução Cultural com recurso da Política Nacional Aldir Blanc de fomento à cultura – PNAB (Lei nº 14.399/2022);prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;aa9366fa9ddcbbd6d421
4;sem_prazo_confirmado;;;atencao;SC;SC/Guaramirim;PNCP — FUNDO MUNICIPAL DOS DIREITOS DA CRIANCA E DO ADOLESCENTE DE GUARAMIRIM;Chamamento público na modalidade de chancela para seleção de proposta visando à celebração de parceria com o Município de Guaramirim, por intermédio do Fundo da Infância e Adolescência de Guaramirim, mediante termo de fomento, para a consecução de atividades de finalidade e interesse público recípro;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;ae150797cb8ff2c5fa0f
4;sem_prazo_confirmado;;;atencao;SC;SC/Águas de Chapecó;PNCP — MUNICIPIO DE AGUAS DE CHAPECO;EDITAL DE CHAMAMENTO PÚBLICO DE SELEÇÃO E PREMIAÇÃO DE TRAJETÓRIA CULTURAL COM RECURSOS DA LEI COMPLEMENTAR 195/2022 (LEI PAULO GUSTAVO);prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;b12e2d496ccd63d4d735
4;sem_prazo_confirmado;;;atencao;SP;SP/São José do Rio Preto;PNCP — MUNICIPIO DE SAO JOSE DO RIO PRETO;CHAMAMENTO PÚBLICO 05/2025 SMC/PNAB DE FLUXO ORDINÁRIO CONCENTRANDO O RECEBIMENTO , ANÁLISE E SELEÇÃO DE PROPOSTA EM PERÍODO DETERNINADO COM O OBJETIVO DE DESENVOLVEVR A REDE MUNICIPAL DE PONTOS E PONTÕES DE CULTURA DE SÃO JOSE DO RIO PRETO/SP POR MEIO DA POLITICA NACIONAL CULTURA VIVA.;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;b1ae48b981558670d3b6
4;sem_prazo_confirmado;;;atencao;SP;SP/Itatinga;PNCP — MUNICIPIO DE ITATINGA;Seleção de projetos culturais para firmar Termo de Execução Cultural com recursos do Saldo Remanescente da Política Nacional Aldir Blanc de Fomento à Cultura (PNAB) – Lei nº 14.399/2022, visando incentivar diversas manifestações culturais no Município de Itatinga/SP. - Proc. Administrativo 2.385/20;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;b49b8f6ea19527980e88
4;sem_prazo_confirmado;;;atencao;SP;SP/Indaiatuba;PNCP — MUNICIPIO DE INDAIATUBA;Chamamento Público visando à seleção de pessoas jurídicas de direito privado, incluindo empresas e entidades sem fins lucrativos, interessadas em participar e apoiar, de forma voluntaria e colaborativa, as ações de encerramento da Semana Nacional de Trânsito, que será realizada no dia 25 de setembro;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;b810b6141c26073ccf8f
4;sem_prazo_confirmado;;;atencao;RS;RS/Rosário do Sul;PNCP — MUNICIPIO DE ROSARIO DO SUL;Chamamento Publico para selecao de uma 01 Organizacao da Sociedade Civil OSC para o servico de Acolhimento Institucional para Criancas e Adolescentes;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;b8c90c7a8928773bd959
4;sem_prazo_confirmado;;;atencao;AL;AL/Rio Largo;PNCP — MUNICIPIO DE RIO LARGO;1.1 Este Edital tem por objeto a seleção de projetos que promovam o acesso da população aos bens e aos serviços culturais nos territórios e comunidades onde atuam, nos termos da Política Nacional de Cultura Viva. 1.2 Poderão participar deste edital Pontos e Pontões de Cultura com constituição jurídi;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;b9aa532fe4f7c49694e6
4;sem_prazo_confirmado;;;atencao;;;;Continue lendo Santa Luzia do Paruá abre edital para impulsionar projetos socioambientais com recursos internacionais;prazo de inscrição;https://www.santaluziadoparua.ma.gov.br/licitacaolista.php?id=731;;portal_de_noticia_do_terceiro_setor;nao;bdb12843444ecfd292cf
4;sem_prazo_confirmado;;;atencao;AM;AM/Manaus;PNCP — FUNDO MUNICIPAL DE CULTURA;O OBJETO DESTE EDITAL É A SELEÇÃO DE 14 (QUATORZE) PROPOSTAS DE PROJETOS CULTURAIS PARA RECEBEREM APOIO FINANCEIRO NA CATEGORIA AUDIOVISUAL, COM RECURSOS DA POLÍTICA NACIONAL ALDIR BLANC DE FOMENTO À CULTURA – PNAB, DESTINADOS A APOIAR A CRIAÇÃO, PRODUÇÃO, DESENVOLVIMENTO, FINALIZAÇÃO, DIFUSÃO, FORM;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;c0a95ca4b6d893e95489
4;sem_prazo_confirmado;;;atencao;RJ;RJ/Rio de Janeiro;PNCP — COMANDO DA MARINHA;EDITAL DE CHAMAMENTO PÚBLICO N° 01/2026 PARA HABILITAÇÃO DE ASSOCIAÇÃO OU COOPERATIVA DE CATADORES DE MATERIAIS RECICLÁVEIS.;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;c341e8487e2aede9b832
4;sem_prazo_confirmado;;;atencao;DF;;PNCP — CONSELHO FEDERAL DE ENGENHARIA E AGRONOMIA;O presente Edital tem por objeto promover o Chamamento Público de pessoas físicas ou jurídicas de direito privado ou público para firmar aco;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;c398fe0f
4;sem_prazo_confirmado;;;atencao;RS;RS/Bento Gonçalves;PNCP — MUNICIPIO DE BENTO GONCALVES;SOLICITAÇÃO DE PUBLICAÇÃO DE CHAMAMENTO PÚBLICO - EDITAL LPG - PRÊMIO TRAJETÓRIAS CULTURAIS;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;c42691378940f7689f60
4;sem_prazo_confirmado;;;atencao;RS;RS/Bento Gonçalves;PNCP — MUNICIPIO DE BENTO GONCALVES;EDITAL DE CHAMAMENTO PÚBLICO, EM CONFORMIDADE COM A LEI FEDERAL Nº 14.399/2022, PARA A SELEÇÃO DE PROJETOS CULTURAIS PARA FIRMAR TERMO DE EXECUÇÃO CULTURAL, NAS CATEGORIAS: CATEGORIA 1 - FOMENTO À PROJETOS DE SERVIÇOS CULTURAIS E CATEGORIAS 2 - FOMENTO À PROJETOS DE SERVIÇOS CULTURAIS EM TERRITÓRIOS;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;c83b139e8756aab2229f
4;sem_prazo_confirmado;;;atencao;RO;RO/Cacoal;PNCP — MUNICIPIO DE CACOAL;CHAMAMENTO PÚBLICO DESTINADO A INSTITUIÇÕES SEM FINS LUCRATIVOS, COM ATIVIDADES VOLTADAS AO ACOLHIMENTO E CUIDADOS DE ANIMAIS VITIMAS DE MAUS TRATOS, QUE ALMEJAM RECEBER DOAÇÃO COM ENCARGO DE UM IMÓVEL PÚBLICO, COM ÁREA TOTAL DE RUA DAS ASSOCIAÇÕES BAIRRO JOSINO BRITO - CACOAL/RO.;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;c84b4b6d14a24f587635
4;sem_prazo_confirmado;;;atencao;BA;BA/Dias d'Ávila;PNCP — MUNICIPIO DE DIAS D'AVILA;Fomento de 01 (um) projeto cultural destinado à concepção, organização e execução de um Festival Multicultural, de caráter público e gratuito, a ser realizado em 01 (um) dia, envolvendo múltiplas linguagens artísticas e culturais, a exemplo de teatro, música, dança, fanfarras, circense, grupos cul;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;c8f4c982076d0dd9668f
4;sem_prazo_confirmado;;;atencao;MG;MG/Teófilo Otoni;;CREDENCIAMENTO DE ENTIDADES SEM FINS LUCRATIVOS ESPECIALIZADAS NA EXECUÇÃO DE AÇÕES ITINERANTES DE SAÚDE MEDIANTE DISPONIBILIZAÇÃO DE UNIDADE MÓVEL ESPECIALIZADA DEVIDAMENTE EQUIPADA, COM FORNECIMENTO INTEGRAL DE ESTRUTURA OPERACIONAL, LOGÍSTICA, INSUMOS, EQUIPAMENTOS, SISTEMAS, EQUIPE TÉCNICA, APOI;prazo de inscrição, página oficial;;plataforma_privada_de_licitacao: não serve como fonte de prazo, objeto, pagina_oficial. relocalizar o registro pela busca oficial do PNCP (familia pncp_busca) e usar a pagina do PNCP como pagina ofici;plataforma_privada_de_licitacao;nao;caccbb045e2574e343b3
4;sem_prazo_confirmado;;;atencao;MT;MT/Paranatinga;PNCP — MUNICIPIO DE PARANATINGA;SELEÇÃO DE ENTIDADE DE DIREITO PRIVADO, SEM FINS LUCRATIVOS, QUALIFICADA COMO ORGANIZAÇÃO DA SOCIEDADE CIVIL DE INTERESSE PÚBLICO – OSCIP PARA CELEBRAR TERMO DE PARCERIA PARA FORMAÇÃO DE VÍNCULO DE COOPERAÇÃO, VISANDO O FOMENTO E REALIZAÇÃO DE ATIVIDADES DE INTERESSE PÚBLICO NO DESENVOLVIMENTO DE PR;prazo de inscrição, página oficial;;plataforma_privada_de_licitacao: não serve como fonte de prazo, objeto, pagina_oficial. relocalizar o registro pela busca oficial do PNCP (familia pncp_busca) e usar a pagina do PNCP como pagina ofici;plataforma_privada_de_licitacao;nao;cfa2bfd4a77cf4ce804e
4;sem_prazo_confirmado;;;atencao;AM;AM/Manaus;PNCP — FUNDO MUNICIPAL DE CULTURA;O OBJETO DESTE EDITAL É A SELEÇÃO DE 14 (QUATORZE) PROPOSTAS DE PROJETOS CULTURAIS PARA RECEBEREM APOIO FINANCEIRO NA CATEGORIA MÚSICA NO MUNICÍPIO DE MANAUS, TENDO POR OBJETO A SELEÇÃO DE PROJETOS CULTURAIS VISANDO AO FOMENTO DA PRODUÇÃO, CIRCULAÇÃO, FORMAÇÃO, DIFUSÃO E VALORIZAÇÃO DA MÚSICA NO MUN;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;d13f7c2c4eaa5d17130b
4;sem_prazo_confirmado;;;atencao;CE;;PNCP — MUNICIPIO DE ACOPIARA;CHAMAMENTO PÚBLICO, EM CARÁTER EMERGENCIAL, DE ENTIDADES DE DIREITO PRIVADO, SEM FINS LUCRATIVOS, PARA SE QUALIFICAREM COMO ORGANIZAÇÃO SOCI;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;d19c6f46
4;sem_prazo_confirmado;;;atencao;AL;AL/Palmeira dos Índios;PNCP — MUNICIPIO DE PALMEIRA DOS INDIOS;O MUNICÍPIO DE PALMEIRA DOS ÍNDIOS, por intermédio da Secretaria Municipal de Cultura, torna público que realizará a Chamada Pública nº 04/2026, para abertura de inscrições para o Edital de Fomento Cultural nº 04/2026, visando a seleção de projetos para firmar termo de execução cultural com recursos;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;d21ce12871ba8c1ff04a
4;sem_prazo_confirmado;;;atencao;SC;SC/Anita Garibaldi;PNCP — FUNDO MUNICIPAL SAUDE ANITA GARIBALDI;CELEBRAÇÃO DE TERMO DE FOMENTO QUE TEM POR OBJETO REPAS SE FINANCEIRO A ASSOCIAÇÃO BENEFICENTE FREI ROGÉRIO.;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;d3030fab3b9dc994dd70
4;sem_prazo_confirmado;;;atencao;MA;;PNCP — MUNICIPIO DE CAXIAS;[Portal de Compras Públicas] - Formalização de termo de colaboração de finalidade de interesse público e recíproco que envolve a execução do;prazo de inscrição, página oficial;;plataforma_privada_de_licitacao: não serve como fonte de prazo, objeto, pagina_oficial. relocalizar o registro pela busca oficial do PNCP (familia pncp_busca) e usar a pagina do PNCP como pagina ofici;plataforma_privada_de_licitacao;nao;d68b52c1
4;sem_prazo_confirmado;;;atencao;SE;SE/Nossa Senhora do Socorro;PNCP — MUNICIPIO DE NOSSA SENHORA DO SOCORRO;CHAMAMENTO PÚBLICO PARA O FOMENTO DE AÇÕES ARTÍSTICAS E CULTURAIS COM RECURSOS DA POLÍTICA NACIONAL ALDIR BLANC (PNAB) POR MEIO DA SELEÇÃO DE PROJETOS APRESENTADOS PELOS AGENTES CULTURAIS DE NOSSA SENHORA DO SOCORRO/SE.;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;d6d7c11b64f398ad3612
4;sem_prazo_confirmado;;;atencao;MG;MG/Ribeirão das Neves;PNCP — MUNICIPIO DE RIBEIRAO DAS NEVES;EDITAL DE CHAMAMENTO PÚBLICO N. 116/2024, PARA SELEÇÃO DE ESPAÇOS, AMBIENTES E INICIATIVAS ARTÍSTICO-CULTURAIS, COM RECURSOS DO GOVERNO FEDERAL REPASSADOS DO MINISTÉRIO DA CULTURA, DESTINADOS A EXECUÇÃO DAS AÇÕES E ATIVIDADES PREVISTAS NA LEI ALDIR BLANC, considerando o Processo n. 133/2024, as disp;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;d6ff07772a8525e4a45c
4;sem_prazo_confirmado;;;atencao;SP;SP/Araras;PNCP — MUNICIPIO DE ARARAS;Chamamento Público para habilitação de associações, cooperativas e/ou empresas/indústrias, visando ao recebimento de documentos (resíduos recicláveis e reutilizáveis) autorizados para descarte do Arquivo Geral da Prefeitura Municipal de Araras.;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;d745ecf4c07740d46779
4;sem_prazo_confirmado;;;atencao;PR;PR/Nova Esperança;PNCP — MUNICIPIO DE NOVA ESPERANCA;Chamamento Público para a Seleção de projetos voltados à promoção e defesa dos direitos da infância e da adolescência apresentados por Organizações da Sociedade Civil, devidamente registrados junto ao CMDCA, com recursos do Fundo Municipal dos Direitos da Criança e do Adolescente – FMDCA, do municíp;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;d7977d9e266e84117b68
