id;estado;veredito;familia;uf;municipio;inicio;fim;prazo;rota_usada;achado;proximo_passo;objeto;pagina_oficial
51a69b95;fechada;reprovado;servico_ao_orgao;CE;CE/Limoeiro do Norte;;;sem_prazo_confirmado;decidido pelo proprio objeto, sem necessidade do documento;Familia de inconformidade servico_ao_orgao: o objeto por si so define o veredito. Prazo nao confirmado deixou de importar, porque o registro nao e edital de fomento a OSC e nenhuma data mudaria isso.;;CHAMADA PÚBLICA PARA CREDENCIAMENTO DE INSTITUIÇÕES PRIVADAS COM OU SEM FINS LUCRATIVOS DE ASSISTÊNCIA À SAÚDE PARA A PRESTAÇÃO DE SERVIÇOS ESPECIALIZADOS EM OFTALMOLOGIA ATENDENDO A PORTARIA Nº 3.492/GM/MS DE 08 DE ABRIL DE 2024 QUE INSTITUIU O PROGRAMA NACIONAL DE EXPANSÃO E QUALIFICAÇÃO DA ATENÇÃ;
529e7f3f;fechada;aprovado;;GO;Cavalcante;2024-11-02;2024-11-25;encerrado;documento do edital anexado pelo proprio orgao ao registro do PNCP, baixado e lido por pdf.js no navegador do titular (origem declarada);"PRAZO CONFIRMADO NO DOCUMENTO do PNAB de Cavalcante/GO: ""2.4 Prazo de inscricao. De 00 horas do dia 02/11/2024 ate 23h59 horas do dia 25/11/2024"". Confirma exatamente a janela da API. Encerrado.";;CHAMAMENTO PÚBLICO Nº 02/2024 VISANDO A SELEÇÃO DE PROJETOS PARA FIRMAR TERMO DE EXECUÇÃO CULTURAL COM RECURSOS DA POLÍTICA NACIONAL ALDIR BLANC DE FOMENTO À CULTURA – PNAB (LEI Nº 14.399/2022);https://pncp.gov.br/app/editais/51110756000124/2024/2
533e7927;fechada;reprovado;servico_ao_orgao;PR;Campo do Tenente;2024-08-21;;sem_prazo_confirmado;documento do edital anexado pelo proprio orgao ao registro do PNCP, baixado e lido por pdf.js no navegador do titular (origem declarada);"FECHADO PELO DOCUMENTO: ""2.6 DAS INSCRICOES 2.6.1 Podera A QUALQUER TEMPO novos interessados ingressarem manifestando interesse de credenciamento no presente procedimento"". Credenciamento permanente de prestador de saude: fim nulo por natureza do edital, nao por falta de verificacao.";;CHAMAMENTO PUBLICO NA FORMA DE CREDENCIAMENTO DE PESSOAS JURIDICAS PARA PRESTACAO DE SERVICOS MEDICOS PLANTOES MEDICOS GENERALISTA FONOAUDIOLOGIA ULTRASS ONOGRAFIA FISIOTERAPIA E TECNICO EM RAIO X A SEREM REALIZADOS NOS ESTABELECIMENTOS PROPRIOS DO MUNICIPIO DE CAMPO DO TENENTE PR DE FORMA A COMPLEMENTAR A REDE MUNICIPAL DE SAUDE .;https://pncp.gov.br/app/editais/76002658000102/2024/92
5a164e84;fechada;reprovado;objeto_insuficiente;SP;Mauá;2024-04-08;2024-04-12;encerrado;objeto integral declarado pelo proprio orgao na API oficial de consulta do PNCP, lido registro por registro;"Objeto: ""Analise de Projeto Esportivo na Modalidade Oficinas Esportivas Arbitragem e Premiacao para Campeonato de Futsal"", em Maua/SP. Nao e edital: e o registro de um ato de analise de projeto ja apresentado. Prazo confirmado 08 a 12/04/2024.";;Análise de Projeto Esportivo na Modalidade Oficinas Esportivas Arbitragem e Premiação para Campeonato de Futsal.;https://pncp.gov.br/app/editais/46522959000198/2024/26
5b0575f3;fechada;reprovado;conteudo_institucional;;;;;sem_prazo_confirmado;decidido pelo proprio objeto, sem necessidade do documento;Familia de inconformidade conteudo_institucional: o objeto por si so define o veredito. Prazo nao confirmado deixou de importar, porque o registro nao e edital de fomento a OSC e nenhuma data mudaria isso.;;;
5b28b15d;fechada;aprovado;;PR;Colombo;2026-03-03;;sem_prazo_confirmado;objeto integral declarado pelo proprio orgao na API oficial de consulta do PNCP, lido registro por registro;Credenciamento de ENTIDADES SEM FINS LUCRATIVOS do Municipio de Colombo/PR para DOACAO DE BENS MOVEIS declarados inserviveis pela prefeitura. E captacao em especie: a entidade RECEBE bens, nao presta servico nem vende nada. Modalidade que o sistema nao tinha catalogada e que interessa a qualquer entidade em estruturacao — mobiliario, computador, veiculo baixado. Abertura em 03/03/2026 e sem data de encerramento publicada: o padrao desse tipo de credenciamento e ficar aberto enquanto houver bens. Fim vai null com o motivo, nao estimado.;;Credenciamento no CHAMAMENTO PÚBLICO Nº. 002/2025, referente ao Credenciamento de Entidades sem fins lucrativos do Município de Colombo, para doação de bens móveis declarados inservíveis pela Prefeitura Municipal de Colombo.;https://pncp.gov.br/app/editais/76105634000170/2026/50
5ef2daa4;fechada;reprovado;compra_publica;MG;MG/Januária;;;sem_prazo_confirmado;decidido pelo proprio objeto, sem necessidade do documento;Familia de inconformidade compra_publica: o objeto por si so define o veredito. Prazo nao confirmado deixou de importar, porque o registro nao e edital de fomento a OSC e nenhuma data mudaria isso.;;CHAMAMENTO PUBLICO PARA CREDENCIAMENTO DE EMPRESA PARA A PRESTACAO DE SERVICOS DE LABORATORIOS ESPECIALIZADOS EM EXAMES LABORATORIAIS PARA ATENDER AS SECRETARIA MUNICIPAL DE SAUDE CONFORME VALORES DA TABELA SIGTAPSUS;
5f4e0a0a;fechada;reprovado;servico_ao_orgao;MA;MA/São Luís;;;sem_prazo_confirmado;decidido pelo proprio objeto, sem necessidade do documento;Familia de inconformidade servico_ao_orgao: o objeto por si so define o veredito. Prazo nao confirmado deixou de importar, porque o registro nao e edital de fomento a OSC e nenhuma data mudaria isso.;;Credenciamento para a contratação de pessoas jurídicas de direito privado, com ou sem fins lucrativos, com prioridade para as entidades filantrópicas, para prestação serviços de saúde especializado em oftalmologia, com vistas ao atendimento ambulatorial relacionado ao grupo 9 da tabela SIGTAP (anexo;
616661ae;fechada;reprovado;pagina_indice_de_terceiros;;;;;sem_prazo_confirmado;decidido pelo proprio objeto, sem necessidade do documento;Familia de inconformidade pagina_indice_de_terceiros: o objeto por si so define o veredito. Prazo nao confirmado deixou de importar, porque o registro nao e edital de fomento a OSC e nenhuma data mudaria isso.;;;
630ea3c4;fechada;aprovado;;SC;Penha;2024-11-25;2024-12-03;encerrado;objeto integral declarado pelo proprio orgao na API oficial de consulta do PNCP, lido registro por registro;PREMIACAO por credenciamento de pessoa fisica e juridica com os recursos remanescentes de 2024 do PNAB e da Lei Paulo Gustavo, pelo Fundo Municipal de Cultura de Penha/SC. Premiacao com recurso do PNAB e da LPG e fomento nao reembolsavel e admite pessoa juridica. Prazo confirmado 25/11 a 03/12/2024, encerrado.;;Premiação de credenciamento de pessoa física e jurídica referente aos recursos remanescentes em 2024 da Política Nacional Aldir Blanc de Fomento à Cultura - PNAB (Lei n° 14.399/2022) e da Lei Paulo Gustavo - LPG (195/2022), conforme requisição ao compras do Fundo Municipal de Cultura nº 42/2024, tudo de acordo com as condições estabelecidas no edital.;https://pncp.gov.br/app/editais/37216593000138/2024/3
631d0ee5;fechada;atencao;;SC;Itajaí;2024-09-19;2025-09-19;encerrado;objeto integral declarado pelo proprio orgao na API oficial de consulta do PNCP, lido registro por registro;Credenciamento para habilitacao de instituicoes privadas, com ou sem fins lucrativos, com atividades em saude e assistencia social, para prestar de forma COMPLEMENTAR AO SUAS os servicos de protecao especial de alta complexidade de acolhimento de pessoa idosa, em Itajai/SC. Complementaridade ao SUAS admite tanto parceria quanto compra de vaga. Prazo confirmado 19/09/2024 a 19/09/2025, encerrado. Conferir o instrumento.;;CREDENCIAMENTO PARA HABILITAÇÃO DE INSTITUIÇÕES PRIVADAS, COM OU SEM FINS LUCRATIVOS, LEGALMENTE CONSTITUÍDAS, COM ATIVIDADES VOLTADAS OU VINCULADAS A SERVIÇOS DE SAÚDE E ASSISTÊNCIA SOCIAL, INTERESSADAS EM PRESTAR SERVIÇOS DE FORMA COMPLEMENTAR AO SISTEMA ÚNICO DE ASSISTÊNCIA SOCIAL – SUAS, PARA ATENDER A DEMANDA GERADA PARA OS SERVIÇOS DE PROTEÇÃO ESPECIAL DE ALTA COMPLEXIDADE SOB GESTÃO DO MUNICÍPIO DE ITAJAÍ/SC, VISANDO O ACOLHIMENTO DE PESSOA IDOSA, NA MODALIDADE DE INSTITUIÇÃO DE LONGA PERMANÊNCIA PARA IDOSOS – ILPI;https://pncp.gov.br/app/editais/83102277000152/2024/326
642ffa37;fechada;reprovado;servico_ao_orgao;PR;Pato Branco;2024-08-01;2024-08-01;encerrado;objeto integral declarado pelo proprio orgao na API oficial de consulta do PNCP, lido registro por registro;Mesmo credenciamento 001/2023 do consorcio, outro ato de adesao. Prazo confirmado 01/08/2024.;;Chamamento Público nº 001/2023 - Credenciamento de pessoas jurídicas para a realização de serviços complementares especializados.;https://pncp.gov.br/app/editais/00136858000188/2024/202
65a4aa3a;fechada;reprovado;qualificacao_os;RJ;Pinheiral;2026-02-03;2026-03-06;encerrado;objeto integral declarado pelo proprio orgao na API oficial de consulta do PNCP, lido registro por registro;Convocacao publica para QUALIFICACAO de PJ sem fins lucrativos da area de saude como ORGANIZACAO SOCIAL junto ao Municipio de Pinheiral/RJ. Qualificacao habilita para futuro contrato de gestao: nao repassa recurso e nao ha projeto a apresentar. Prazo confirmado 03/02 a 06/03/2026, encerrado. Vale como sinal: municipio que qualifica OS vai abrir contrato de gestao depois — monitorar Pinheiral.;;CONVOCAÇÃO PÚBLICA PARA CREDENCIAMENTO DESTINADA À QUALIFICAÇÃO DE PESSOAS JURÍDICAS DE DIREITO PRIVADO, SEM FINS LUCRATIVOS, CUJAS ATIVIDADES SEJAM DIRIGIDAS À ÁREA DA SAÚDE, INTERESSADAS EM OBTER A QUALIFICAÇÃO COMO ORGANIZAÇÃO SOCIAL JUNTO AO MUNICÍPIO DE PINHEIRAL/RJ;https://pncp.gov.br/app/editais/01648573000199/2026/3
669498ac;fechada;reprovado;compra_publica;PA;PA/Placas;;;sem_prazo_confirmado;decidido pelo proprio objeto, sem necessidade do documento;Familia de inconformidade compra_publica: o objeto por si so define o veredito. Prazo nao confirmado deixou de importar, porque o registro nao e edital de fomento a OSC e nenhuma data mudaria isso.;;[Portal de Compras Públicas] - CREDENCIAMENTO DE EMPRESAS ESPECIALIZADAS NA PRESTAÇÃO DE SERVIÇO DE MANUTENÇÃO DE VEICULOS LEVES, AMBULÂNCIAS, CAMINHONETES E MICRO-ÔNIBUS PARA ATENDER AS NECESSIDADES DO FUNDO MUNICIPAL DE SAÚDE.;
674ef209;fechada;vetor;;;;;;sem_prazo_confirmado;decidido pelo proprio objeto, sem necessidade do documento;Reclassificado como vetor: nao e oportunidade com prazo, e sim porta de entrada permanente a monitorar.;;Pagina institucional de patrocinio a projetos culturais do BNDES. Duas modalidades: Selecoes Publicas (quando abertas) e Escolha Direta, esta por cadastro em banco permanente de oportunidades via formulario on-line, em fluxo continuo.;https://www.bndes.gov.br/wps/portal/site/home/transparencia/patrocinios
68111c6e;fechada;reprovado;resultado_de_edital;SC;Araranguá;2026-07-02;2026-07-02;encerrado;objeto integral declarado pelo proprio orgao na API oficial de consulta do PNCP, lido registro por registro;Mesmo padrao do 0ca64575: contratacao de servico de fisioterapia em grupo decorrente do Edital 001/CISAMESC/2026. Ato decorrente. 02/07/2026.;;1Contratação de serviço de fisioterapia sessão em grupo (por grupo), conforme Comunicação Interna da Secretaria Municipal de Saúde de Araranguá, nos termos do contrato de programa nº 002/2026, celebrado entre o CONSÓRCIO PÚBLICO INTERFEDERATIVO DE SAÚDE DA AMESC - CISAMESC e o Fundo Municipal de Saúde de Araranguá e CONTRATO DE RATEIO Nº 001-R/CISAMESC/2026 e decorrente do EDITAL DE CHAMAMENTO PÚBLICO Nº 001/CISAMESC/2026.;https://pncp.gov.br/app/editais/01356308000137/2026/36
6a0a02d9;fechada;reprovado;resultado_de_habilitacao;GO;;;;sem_prazo_confirmado;decidido pelo proprio objeto, sem necessidade do documento;Familia de inconformidade resultado_de_habilitacao: o objeto por si so define o veredito. Prazo nao confirmado deixou de importar, porque o registro nao e edital de fomento a OSC e nenhuma data mudaria isso.;;;https://goias.gov.br/cultura/
6ace1b0d;fechada;reprovado;conteudo_institucional;;;;;sem_prazo_confirmado;decidido pelo proprio objeto, sem necessidade do documento;Familia de inconformidade conteudo_institucional: o objeto por si so define o veredito. Prazo nao confirmado deixou de importar, porque o registro nao e edital de fomento a OSC e nenhuma data mudaria isso.;;;
6db35979;fechada;reprovado;servico_ao_orgao;GO;GO/Jataí;;;sem_prazo_confirmado;decidido pelo proprio objeto, sem necessidade do documento;Objeto: cadastro de profissionais de saude, pessoas fisicas e juridicas, para o Fundo Municipal de Saude de Jatai/GO. O prazo nao foi confirmado e isso deixou de importar: o registro nao e edital de fomento a OSC, e nenhuma data mudaria esse veredito. Familia de inconformidade: servico_ao_orgao. Fica na base como reprovado, com o motivo, e nao consome mais fila de verificacao.;;O presente Edital destina-se cadastrar Profissionais de saúde/ Pessoas Físicas e/ ou Jurídicas para posterior Credenciamento, mediante documentação e pedido de inscrição para prestação de ações e serviços, assim como Integração Ensino, Pesquisa e Inovação na área da saúde aos usuários do Sistema SUS;
6dd2c304;fechada;reprovado;busca_patrocinador;SC;Itapiranga;2024-06-03;2024-06-28;encerrado;objeto integral declarado pelo proprio orgao na API oficial de consulta do PNCP, lido registro por registro;Chamamento para CAPTACAO DE OFERTAS DE COTAS DE PATROCINIO de empresas para custear a 45a Oktoberfest de Itapiranga/SC. O recurso entra no municipio, a entidade nao recebe nada. Prazo confirmado 03 a 28/06/2024.;;CHAMAMENTO PUBLICO PARA CAPTAÇÃO DE OFERTAS DE COTAS DE PATROCÍNIO DE EMPRESAS (PESSOA JURÍDICA) INTERESSADAS, PARA CUSTEIO DAS DESPESAS REFERENTES A REALIZAÇÃO DA 45ª OKTOBERFEST QUE SERÁ REALIZADA NO PERÍODO DE 11 A 13 DE OUTUBRO DE 2024, NA CIDADE DE ITAPIRANGA;https://pncp.gov.br/app/editais/82821208000136/2024/117
6dfc7e0b;fechada;reprovado;servico_ao_orgao;PR;Pato Branco;2024-05-03;2024-05-03;encerrado;objeto integral declarado pelo proprio orgao na API oficial de consulta do PNCP, lido registro por registro;Mesmo credenciamento 001/2023 do consorcio, outro ato de adesao. Prazo confirmado 03/05/2024.;;Chamamento Público nº 001/2023 - Credenciamento de pessoas jurídicas para a realização de serviços complementares especializados.;https://pncp.gov.br/app/editais/00136858000188/2024/101
6f125f2f;fechada;reprovado;conteudo_institucional;;;;;sem_prazo_confirmado;decidido pelo proprio objeto, sem necessidade do documento;Familia de inconformidade conteudo_institucional: o objeto por si so define o veredito. Prazo nao confirmado deixou de importar, porque o registro nao e edital de fomento a OSC e nenhuma data mudaria isso.;;;
6f4da659;fechada;reprovado;resultado_de_edital;SC;Araranguá;2026-07-31;2026-07-31;encerrado;objeto integral declarado pelo proprio orgao na API oficial de consulta do PNCP, lido registro por registro;Mesmo padrao: contratacao de tecnico em radiologia em regime de aviso e sobreaviso, decorrente do Edital 001/CISAMESC/2026. Ato decorrente. 31/07/2026.;;Contratação de serviço de profissional de serviço profissional técnico em Radiologia (regime de aviso e sobreaviso) e serviço profissional técnico em radiologia (cobertura de feriados, folgas, licenças e demais ausências de profissionais titulares) conforme Comunicação Interna, nos termos do contrato de programa nº 002/2026 Celebrado entre o CONSÓRCIO PÚBLICO INTERFEDERATIVO DE SAÚDE DA AMESC - CISAMESC e o Fundo Municipal de Saúde de Araranguá e decorrente do EDITAL DE CHAMAMENTO PÚBLICO Nº 001/CISAMESC/2026.;https://pncp.gov.br/app/editais/01356308000137/2026/48
7042e5df;fechada;atencao;;SC;Balneário Piçarras;2023-11-13;2024-11-12;encerrado;objeto integral declarado pelo proprio orgao na API oficial de consulta do PNCP, lido registro por registro;"Selecao de projetos artisticos e culturais ""garantindo o FOMENTO aos artistas"", mas o mesmo objeto diz Credenciamento de Artistas, Empresas e Entidades para Intervencoes Artisticas E COMPRA DE ESPETACULOS, em Balneario Picarras/SC. O objeto mistura fomento e compra na mesma frase: sem o edital nao se sabe se ha repasse a projeto ou pagamento por espetaculo. Admite ENTIDADES. Prazo confirmado 13/11/2023 a 12/11/2024, encerrado. Conferir o instrumento antes de tratar como fomento.";;Seleção de projetos que contemplem as mais variadas formas de atividades artísticas e culturais, garantindo o fomento aos artistas e a realização de eventos e entretenimento cultural aos moradores locais, a Prefeitura Municipal lança este Credenciamento de Artistas, Empresas e Entidades para Intervenções Artísticas e Compra de Espetáculos para a Fundação Municipal de Cultura, Secretaria de Turismo e Secretaria de Esportes e Lazer de Balneário Piçarras. Em conformidade com o disposto neste CHAMAMENTO e nas condições fixadas em combinação com as demais normas regulamentares vigentes e demais disposições aplicáveis e princípios gerais da administração pública, este instrumento de seleção tem a finalidade de fomentar a cultura, o turismo, o esporte e o lazer em nosso Município em 2023/2024;https://pncp.gov.br/app/editais/83102335000148/2023/101
707269f0;fechada;reprovado;conteudo_editorial;GO;;;;sem_prazo_confirmado;decidido pelo proprio objeto, sem necessidade do documento;Familia de inconformidade conteudo_editorial: o objeto por si so define o veredito. Prazo nao confirmado deixou de importar, porque o registro nao e edital de fomento a OSC e nenhuma data mudaria isso.;;;https://goias.gov.br/social/
7091888d;fechada;reprovado;servico_ao_orgao;PR;Pato Branco;2026-09-01;2026-09-01;encerrado;objeto integral declarado pelo proprio orgao na API oficial de consulta do PNCP, lido registro por registro;Mesmo credenciamento 001/2023 do consorcio, outro ato de adesao, agora com data de 01/09/2026. Procedimentos e servicos complementares especializados.;;Chamamento Público nº 001/2023 - Credenciamento de pessoas jurídicas para a realização de procedimentos e serviços complementares especializados.;https://pncp.gov.br/app/editais/00136858000188/2026/223
72319aa1;fechada;reprovado;pagina_institucional;;;;;sem_prazo_confirmado;decidido pelo proprio objeto, sem necessidade do documento;Familia de inconformidade pagina_institucional: o objeto por si so define o veredito. Prazo nao confirmado deixou de importar, porque o registro nao e edital de fomento a OSC e nenhuma data mudaria isso.;;;https://petrobras.com.br/
7358e935;fechada;reprovado;compra_ou_fornecimento;RJ;RJ/Itaperuna;;;sem_prazo_confirmado;decidido pelo proprio objeto, sem necessidade do documento;Familia de inconformidade compra_ou_fornecimento: o objeto por si so define o veredito. Prazo nao confirmado deixou de importar, porque o registro nao e edital de fomento a OSC e nenhuma data mudaria isso.;;O presente Edital tem por objeto o credenciamento de pessoas jurídicas prestadoras de serviços de saúde, com ou sem fins lucrativos, para a execução de procedimentos diagnósticos, clínicos, cirúrgicos, terapêuticos, de transplante, de fornecimento de medicamentos de âmbito hospitalar e de urgência,;
74019774;fechada;reprovado;instituicao_financeira;SP;SP/Nazaré Paulista;;;sem_prazo_confirmado;decidido pelo proprio objeto, sem necessidade do documento;Familia de inconformidade instituicao_financeira: o objeto por si so define o veredito. Prazo nao confirmado deixou de importar, porque o registro nao e edital de fomento a OSC e nenhuma data mudaria isso.;;Credenciamento de Instituições Financeiras para prestação de serviços bancários de recolhimento de tributos, impostos, taxas, tarifas, dívida ativa, preços públicos e demais receitas públicas de competência da arrecadação municipal do Município de Nazaré Paulista/SP, através de DAM – (Documento de A;
76bd086d;fechada;reprovado;servico_ao_orgao;MG;MG/Paraisópolis;;;sem_prazo_confirmado;decidido pelo proprio objeto, sem necessidade do documento;Familia de inconformidade servico_ao_orgao: o objeto por si so define o veredito. Prazo nao confirmado deixou de importar, porque o registro nao e edital de fomento a OSC e nenhuma data mudaria isso.;;[Portal de Compras Públicas] - CREDENCIAMENTO VIA CHAMAMENTO PÚBLICO PARA A CONTRATAÇÃO DE PESSOAS FÍSICAS OU JURÍDICAS PARA PRESTAÇÃO DE SERVIÇOS DE APREENSÃO E GUARDA DE ANIMAIS DE GRANDE PORTE ENCONTRADOS SOLTOS NAS VIAS E LOGRADOUROS PÚBLICOS DA ZONA URBANA DO MUNICÍPIO, NOS TERMOS DO DISPOSTO N;
7895a614;fechada;atencao;;SC;Tijucas;2024-01-29;2024-12-31;encerrado;objeto integral declarado pelo proprio orgao na API oficial de consulta do PNCP, lido registro por registro;"Recepcao e selecao de instituicoes e ORGANIZACOES DA SOCIEDADE CIVIL visando credenciamento e FUTURA CELEBRACAO DE TERMO DE COLABORACAO para acolhimento institucional de pessoas com deficiencia intelectual ou transtorno mental, em Tijucas/SC. TERMO DE COLABORACAO esta nomeado — instrumento de fomento da Lei 13.019 — mas o mesmo objeto fala de ""Contratacao de Instituicoes de longa permanencia"", o que aponta compra de vaga. Objeto contraditorio na origem. Prazo confirmado 29/01 a 31/12/2024, encerrado. Conferir o instrumento no edital.";;Contratação objetivando a recepção e seleção de instituições/ Organizações da Sociedade Civil - OSC's visando o CREDENCIAMENTO e futura celebração de TERMO DE COLABORAÇÃO, tendo por objeto a Contratação de Instituições de longa permanência especializadas no acolhimento institucional de pessoas no acolhimento de pessoas com deficiência intelectual e/ou transtorno mental, de acordo com a tipificação dos serviços sócio assistenciais, e acolhimento de pessoas com necessidades especiais de ambos os sexos, e idade, independente do grau de dependenc ia (leve, moderado,grave) cujos vinculos familiares estejam rompidos ou extremamente fragilizados, acompanhados e encaminhados pelo creas/tijucas e ou por determinação judicial, para a suprir a necessidade de vagas municipais,;https://pncp.gov.br/app/editais/82577636000165/2024/3
7a194405;fechada;reprovado;servico_ao_orgao;PR;Ubiratã;2024-07-08;2024-12-31;encerrado;objeto integral declarado pelo proprio orgao na API oficial de consulta do PNCP, lido registro por registro;Credenciamento de estabelecimentos de saude prestadores de diagnostico para formalizar CONTRATO de exames no Programa Fila Zero de Ubirata/PR, com recursos da Resolucao SESA 1413/2023. Contrato de exame, remunerado por procedimento. Prazo confirmado 08/07 a 31/12/2024.;;CHAMAMENTO PUBLICO para fins de CREDENCIAMENTO de estabelecimentos de saude prestadores de servicos de diagnostico objetivando a formalizacao de Contrato para realizacao de exames visando a execucao do Projeto de Qualificacao da Fila de Espera do Municipio de Ubirata Programa Fila Zero 2 fase com recursos da Resolucao SESA 1413 2023 com atendimento no municipio de Ubirata PR.;https://pncp.gov.br/app/editais/76950096000110/2024/136
7ac70128;fechada;reprovado;servico_ao_orgao;RS;Muitos Capões;2024-07-15;2024-07-15;encerrado;objeto integral declarado pelo proprio orgao na API oficial de consulta do PNCP, lido registro por registro;Credenciamento de PJ com ou sem fins lucrativos para realizacao de PROCEDIMENTOS CIRURGICOS, em Muitos Capoes/RS. Prazo confirmado 15/07/2024.;;CREDENCIAMENTO DE PESSOAS JURÍDICAS COM OU SEM FINS LUCRATIVOS PARA REALIZAÇÃO DE PROCEDIMENTOS CIRÚRGICOS;https://pncp.gov.br/app/editais/01621714000180/2024/35
7b1f7982;fechada;reprovado;compra_publica;PE;PE/Bom Conselho;;;sem_prazo_confirmado;decidido pelo proprio objeto, sem necessidade do documento;Familia de inconformidade compra_publica: o objeto por si so define o veredito. Prazo nao confirmado deixou de importar, porque o registro nao e edital de fomento a OSC e nenhuma data mudaria isso.;;[Portal de Compras Públicas] - PROCEDIMENTO ADMINISTRATIVO DE CHAMAMENTO PÚBLICO VISANDO, AO FINAL, O CREDENCIAMENTO DE LEILOEIROS OFICIAIS PARA A REALIZAÇÃO DE LEILÕES NAS MODALIDADE PRESENCIAL, COM A PRESENÇA DO LEILOEIRO NO LOCAL MARCADO PARA REALIZAÇÃO DO LEILÃO E ONLINE/VIRTUAL SIMULTANEAMENTE,;
7ba1cfdf;fechada;reprovado;servico_ao_orgao;PR;Pato Branco;2024-07-01;2024-07-01;encerrado;objeto integral declarado pelo proprio orgao na API oficial de consulta do PNCP, lido registro por registro;Mesmo credenciamento 001/2023 do Consorcio Intermunicipal de Saude, ato de adesao de 01/07/2024: realizacao de terapias.;;Chamamento Público nº 001/2023 - Credenciamento de pessoas jurídicas para a realização de terapias.;https://pncp.gov.br/app/editais/00136858000188/2024/158
7dad98d2;fechada;aprovado;;SP;Pindamonhangaba;2025-05-08;2025-06-22;encerrado;objeto integral declarado pelo proprio orgao na API oficial de consulta do PNCP, lido registro por registro;Concurso Cultural do 20o Festival de Interpretacao da Musica Sertaneja Luiz Carlos Cardoso, de Pindamonhangaba/SP. Mesmo enquadramento do 10e2daff. Prazo confirmado 08/05 a 22/06/2025, encerrado. RESSALVA: o registro capturado era a 19a edicao (2024), o localizado e a 20a. Festival anual com abertura em maio — revisitar em abril de 2027.;;Concurso Cultural para o 20º Festival de Interpretação da Música Sertaneja “LUIZ CARLOS CARDOSO”, conforme edital, decreto e leis em anexo”.;https://pncp.gov.br/app/editais/45226214000119/2025/160
7dfa08f6;fechada;reprovado;conteudo_institucional;;;;;sem_prazo_confirmado;decidido pelo proprio objeto, sem necessidade do documento;Familia de inconformidade conteudo_institucional: o objeto por si so define o veredito. Prazo nao confirmado deixou de importar, porque o registro nao e edital de fomento a OSC e nenhuma data mudaria isso.;;;
7f3bf0e4;fechada;reprovado;instituicao_financeira;MA;MA/Serrano do Maranhão;;;sem_prazo_confirmado;decidido pelo proprio objeto, sem necessidade do documento;Objeto: credenciamento aberto e permanente de bancos comerciais autorizados pelo BACEN. O prazo nao foi confirmado e isso deixou de importar: o registro nao e edital de fomento a OSC, e nenhuma data mudaria esse veredito. Familia de inconformidade: instituicao_financeira. Fica na base como reprovado, com o motivo, e nao consome mais fila de verificacao.;;Chamamento Público destina-se ao credenciamento aberto e permanente de Bancos Comerciais autorizados pelo Banco Central do Brasil (BACEN) e de Empresas Administradoras de Cartão de Crédito vinculadas ou conveniadas a Banco Comercial autorizado, aptas a operacionalizar o Cartão de Fomento Municipalis;
7f6c20ad;fechada;reprovado;compra_publica;MG;Patos de Minas;;;sem_prazo_confirmado;decidido pelo proprio objeto, sem necessidade do documento;Familia de inconformidade compra_publica: o objeto por si so define o veredito. Prazo nao confirmado deixou de importar, porque o registro nao e edital de fomento a OSC e nenhuma data mudaria isso.;;[Publicenter] - Credenciamento de empresa Edital de Chamamento Público para Credenciamento n 02/2024.;https://pncp.gov.br/app/editais/18602011000107/2024/244
7f892654;fechada;reprovado;servico_ao_orgao;BA;BA/Oliveira dos Brejinhos;;;sem_prazo_confirmado;decidido pelo proprio objeto, sem necessidade do documento;Familia de inconformidade servico_ao_orgao: o objeto por si so define o veredito. Prazo nao confirmado deixou de importar, porque o registro nao e edital de fomento a OSC e nenhuma data mudaria isso.;;Chamamento Público para credenciamento de pessoa física e/ou jurídica, para prestação dos serviços de transporte de servidores, sob demanda, incluindo ida, permanência e retorno, através de veículos com motorista, destinados ao deslocamento de equipes das Secretarias da Prefeitura de Oliveira dos Br;
7fdf39fd;fechada;aprovado;;PB;Campina Grande;2024-06-14;2024-12-31;encerrado;objeto integral declarado pelo proprio orgao na API oficial de consulta do PNCP, lido registro por registro;PARCERIA para execucao POR ORGANIZACAO DA SOCIEDADE CIVIL de servico de castracao, procedimentos veterinarios, abrigo, resgate e encaminhamento a adocao, NOS TERMOS DO PLANO DE TRABALHO, em Campina Grande/PB. Plano de trabalho e a marca do fomento da Lei 13.019: o repasse segue o plano, nao o procedimento. Prazo confirmado 14/06 a 31/12/2024, encerrado. Perfil de OSC de protecao animal.;;PARCERIA PARA EXECUÇÃO POR ORGANIZAÇÃO DA SOCIEDADE CIVIL (OSC) DE SERVIÇO DE CASTRAÇÃO DE CÃES E GATOS E REALIZAÇÃO DE PROCEDIMENTOS MÉDICO – VETERINÁRIOS, INCLUÍDO TRATAMENTO DE DOENÇAS, CIRURGIAS, CASTRAÇÃO, ABRIGO TEMPORÁRIO, RESGATE, VACINAÇÃO, VERMIFUGAÇÃO, RECUPERAÇÃO E ENCAMINHAMENTO À ADOÇÃO, AQUISIÇÃO DE RAÇÃO , NOS TERMOS DO PLANO DE TRABALHO, NO TERRITÓRIO DO MUNICÍPIO DE CAMPINA GRANDE;https://pncp.gov.br/app/editais/24513574000121/2024/3
