0.00.000.328 I srv  llama_server: initializing ...
0.00.009.616 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.010.060 W srv  llama_server: security: no API key is set and CORS allows all origins (see https://github.com/ggml-org/llama.cpp/pull/25655)
0.00.011.316 I srv    load_model: loading model '/home/runner/work/Eldorado/Eldorado/ia_local/modelos/Llama-3.2-3B-Instruct-Q4_K_M.gguf'
0.01.910.491 I cmn          init: llama threadpool init, n_threads = 4
0.02.153.466 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 4096, kv_unified = 'true'
0.02.161.958 I srv  llama_server: model loaded
0.02.161.969 I srv  llama_server: listening on http://127.0.0.1:8081
0.03.035.111 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
12.25.531.794 I slot print_timing: id  3 | task 5864 | prompt eval time =    3170.07 ms /    97 tokens (   32.68 ms per token,    30.60 tokens per second)
12.25.531.806 I slot print_timing: id  3 | task 5864 |        eval time =    8346.65 ms /   125 tokens (   67.31 ms per token,    14.86 tokens per second)
12.25.531.807 I slot print_timing: id  3 | task 5864 |       total time =   11516.72 ms /   222 tokens
12.25.531.808 I slot print_timing: id  3 | task 5864 |    graphs reused =       5785
12.25.532.142 I slot      release: id  3 | task 5864 | stop processing: n_tokens = 415, truncated = 0
12.25.541.714 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.113 (> 0.100 thold), f_keep = 0.277
12.25.560.260 I slot launch_slot_: id  3 | task 5990 | processing task, is_child = 0
12.36.822.089 I slot print_timing: id  3 | task 5990 | prompt eval time =    7656.47 ms /   215 tokens (   35.61 ms per token,    28.08 tokens per second)
12.36.822.097 I slot print_timing: id  3 | task 5990 |        eval time =    3605.31 ms /    46 tokens (   80.12 ms per token,    12.48 tokens per second)
12.36.822.098 I slot print_timing: id  3 | task 5990 |       total time =   11261.78 ms /   261 tokens
12.36.822.100 I slot print_timing: id  3 | task 5990 |    graphs reused =       5828
12.36.823.243 I slot      release: id  3 | task 5990 | stop processing: n_tokens = 1062, truncated = 0
12.36.830.740 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.414 (> 0.100 thold), f_keep = 0.108
12.36.852.971 I slot launch_slot_: id  3 | task 6037 | processing task, is_child = 0
12.45.059.476 I slot print_timing: id  3 | task 6037 | prompt eval time =    2759.66 ms /    83 tokens (   33.25 ms per token,    30.08 tokens per second)
12.45.059.483 I slot print_timing: id  3 | task 6037 |        eval time =    5446.80 ms /    83 tokens (   66.42 ms per token,    15.05 tokens per second)
12.45.059.485 I slot print_timing: id  3 | task 6037 |       total time =    8206.46 ms /   166 tokens
12.45.059.486 I slot print_timing: id  3 | task 6037 |    graphs reused =       5909
12.45.059.840 I slot      release: id  3 | task 6037 | stop processing: n_tokens = 360, truncated = 0
12.45.069.273 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.114 (> 0.100 thold), f_keep = 0.319
12.45.085.334 I slot launch_slot_: id  3 | task 6121 | processing task, is_child = 0
12.54.692.625 I slot print_timing: id  3 | task 6121 | prompt eval time =    5014.12 ms /   138 tokens (   36.33 ms per token,    27.52 tokens per second)
12.54.692.633 I slot print_timing: id  3 | task 6121 |        eval time =    4593.13 ms /    59 tokens (   79.19 ms per token,    12.63 tokens per second)
12.54.692.634 I slot print_timing: id  3 | task 6121 |       total time =    9607.25 ms /   197 tokens
12.54.692.636 I slot print_timing: id  3 | task 6121 |    graphs reused =       5965
12.54.692.760 I slot      release: id  3 | task 6121 | stop processing: n_tokens = 1065, truncated = 0
12.54.703.275 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.772 (> 0.100 thold), f_keep = 0.810
12.54.703.439 I slot launch_slot_: id  3 | task 6181 | processing task, is_child = 0
13.11.765.165 I slot print_timing: id  3 | task 6181 | n_gen =    100, tg =  12.31 t/s, tg_3s =  12.43 t/s
13.14.803.959 I slot print_timing: id  3 | task 6181 | n_gen =    138, tg =  12.36 t/s, tg_3s =  12.50 t/s
13.16.559.224 I slot print_timing: id  3 | task 6181 | prompt eval time =    9017.79 ms /   255 tokens (   35.36 ms per token,    28.28 tokens per second)
13.16.559.237 I slot print_timing: id  3 | task 6181 |        eval time =   12837.96 ms /   160 tokens (   80.74 ms per token,    12.39 tokens per second)
13.16.559.238 I slot print_timing: id  3 | task 6181 |       total time =   21855.75 ms /   415 tokens
13.16.559.239 I slot print_timing: id  3 | task 6181 |    graphs reused =       6123
13.16.559.380 I slot      release: id  3 | task 6181 | stop processing: n_tokens = 1277, truncated = 0
13.16.568.034 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.402 (> 0.100 thold), f_keep = 0.090
13.16.594.474 I slot launch_slot_: id  3 | task 6342 | processing task, is_child = 0
13.24.852.794 I slot print_timing: id  3 | task 6342 | prompt eval time =    3070.71 ms /    91 tokens (   33.74 ms per token,    29.63 tokens per second)
13.24.852.801 I slot print_timing: id  3 | task 6342 |        eval time =    5187.54 ms /    79 tokens (   66.51 ms per token,    15.04 tokens per second)
13.24.852.803 I slot print_timing: id  3 | task 6342 |       total time =    8258.25 ms /   170 tokens
13.24.852.804 I slot print_timing: id  3 | task 6342 |    graphs reused =       6200
13.24.852.869 I slot      release: id  3 | task 6342 | stop processing: n_tokens = 364, truncated = 0
13.24.863.918 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = -1
13.24.875.372 I slot launch_slot_: id  2 | task 6422 | processing task, is_child = 0
13.39.662.477 I slot print_timing: id  2 | task 6422 | n_gen =    100, tg =  12.11 t/s, tg_3s =  12.23 t/s
13.39.905.986 I slot print_timing: id  2 | task 6422 | prompt eval time =    6602.32 ms /   183 tokens (   36.08 ms per token,    27.72 tokens per second)
13.39.905.994 I slot print_timing: id  2 | task 6422 |        eval time =    8421.08 ms /   103 tokens (   82.56 ms per token,    12.11 tokens per second)
13.39.905.995 I slot print_timing: id  2 | task 6422 |       total time =   15023.40 ms /   286 tokens
13.39.905.996 I slot print_timing: id  2 | task 6422 |    graphs reused =       6301
13.39.907.700 I slot      release: id  2 | task 6422 | stop processing: n_tokens = 1261, truncated = 0
13.39.916.965 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.746 (> 0.100 thold), f_keep = 0.768
13.39.917.127 I slot launch_slot_: id  2 | task 6526 | processing task, is_child = 0
14.00.183.288 I slot print_timing: id  2 | task 6526 | n_gen =    100, tg =  11.81 t/s, tg_3s =  11.93 t/s
14.00.943.816 I slot print_timing: id  2 | task 6526 | prompt eval time =   11884.19 ms /   330 tokens (   36.01 ms per token,    27.77 tokens per second)
14.00.943.871 I slot print_timing: id  2 | task 6526 |        eval time =    9142.47 ms /   109 tokens (   84.65 ms per token,    11.81 tokens per second)
14.00.943.897 I slot print_timing: id  2 | task 6526 |       total time =   21026.65 ms /   439 tokens
14.00.943.923 I slot print_timing: id  2 | task 6526 |    graphs reused =       6408
14.00.950.798 I slot      release: id  2 | task 6526 | stop processing: n_tokens = 1407, truncated = 0
14.00.954.244 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.896 (> 0.100 thold), f_keep = 0.746
14.00.954.410 I slot launch_slot_: id  2 | task 6636 | processing task, is_child = 0
14.13.717.173 I slot print_timing: id  2 | task 6636 | n_gen =    100, tg =  11.82 t/s, tg_3s =  11.93 t/s
14.15.734.691 I slot print_timing: id  2 | task 6636 | prompt eval time =    4383.86 ms /   122 tokens (   35.93 ms per token,    27.83 tokens per second)
14.15.734.703 I slot print_timing: id  2 | task 6636 |        eval time =   10396.38 ms /   124 tokens (   84.52 ms per token,    11.83 tokens per second)
14.15.734.704 I slot print_timing: id  2 | task 6636 |       total time =   14780.24 ms /   246 tokens
14.15.734.705 I slot print_timing: id  2 | task 6636 |    graphs reused =       6530
14.15.735.135 I slot      release: id  2 | task 6636 | stop processing: n_tokens = 1295, truncated = 0
14.15.742.581 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.426 (> 0.100 thold), f_keep = 0.089
14.15.769.536 I slot launch_slot_: id  2 | task 6761 | processing task, is_child = 0
14.23.702.319 I slot print_timing: id  2 | task 6761 | prompt eval time =    2583.77 ms /    76 tokens (   34.00 ms per token,    29.41 tokens per second)
14.23.702.326 I slot print_timing: id  2 | task 6761 |        eval time =    5348.97 ms /    82 tokens (   66.04 ms per token,    15.14 tokens per second)
14.23.702.327 I slot print_timing: id  2 | task 6761 |       total time =    7932.74 ms /   158 tokens
14.23.702.328 I slot print_timing: id  2 | task 6761 |    graphs reused =       6610
14.23.703.666 I slot      release: id  2 | task 6761 | stop processing: n_tokens = 351, truncated = 0
14.23.712.415 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = -1
14.23.723.342 I slot launch_slot_: id  1 | task 6844 | processing task, is_child = 0
14.33.747.341 I slot print_timing: id  1 | task 6844 | prompt eval time =    6230.03 ms /   167 tokens (   37.31 ms per token,    26.81 tokens per second)
14.33.747.352 I slot print_timing: id  1 | task 6844 |        eval time =    3787.63 ms /    46 tokens (   84.17 ms per token,    11.88 tokens per second)
14.33.747.353 I slot print_timing: id  1 | task 6844 |       total time =   10017.66 ms /   213 tokens
14.33.747.356 I slot print_timing: id  1 | task 6844 |    graphs reused =       6654
14.33.747.497 I slot      release: id  1 | task 6844 | stop processing: n_tokens = 1262, truncated = 0
14.33.757.515 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, f_sim_best = 0.891 (> 0.100 thold), f_keep = 0.832
14.33.757.684 I slot launch_slot_: id  1 | task 6891 | processing task, is_child = 0
14.46.492.164 I slot print_timing: id  1 | task 6891 | n_gen =    100, tg =  12.03 t/s, tg_3s =  12.15 t/s
14.48.407.380 I slot print_timing: id  1 | task 6891 | prompt eval time =    4505.26 ms /   128 tokens (   35.20 ms per token,    28.41 tokens per second)
14.48.407.394 I slot print_timing: id  1 | task 6891 |        eval time =   10144.40 ms /   123 tokens (   83.15 ms per token,    12.03 tokens per second)
14.48.407.395 I slot print_timing: id  1 | task 6891 |       total time =   14649.66 ms /   251 tokens
14.48.407.396 I slot print_timing: id  1 | task 6891 |    graphs reused =       6775
14.48.407.831 I slot      release: id  1 | task 6891 | stop processing: n_tokens = 1300, truncated = 0
14.48.416.138 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, f_sim_best = 0.415 (> 0.100 thold), f_keep = 0.088
14.48.442.143 I slot launch_slot_: id  1 | task 7015 | processing task, is_child = 0
14.57.781.036 I slot print_timing: id  1 | task 7015 | n_gen =    100, tg =  15.03 t/s, tg_3s =  15.18 t/s
15.00.841.973 I slot print_timing: id  1 | task 7015 | n_gen =    146, tg =  15.03 t/s, tg_3s =  15.03 t/s
15.03.876.747 I slot print_timing: id  1 | task 7015 | n_gen =    190, tg =  14.90 t/s, tg_3s =  14.50 t/s
15.04.370.973 I slot print_timing: id  1 | task 7015 | prompt eval time =    2752.26 ms /    83 tokens (   33.16 ms per token,    30.16 tokens per second)
15.04.370.986 I slot print_timing: id  1 | task 7015 |        eval time =   13176.53 ms /   197 tokens (   67.23 ms per token,    14.87 tokens per second)
15.04.370.987 I slot print_timing: id  1 | task 7015 |       total time =   15928.78 ms /   280 tokens
15.04.370.988 I slot print_timing: id  1 | task 7015 |    graphs reused =       6970
15.04.374.807 I slot      release: id  1 | task 7015 | stop processing: n_tokens = 473, truncated = 0
15.04.381.170 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, f_sim_best = 0.101 (> 0.100 thold), f_keep = 0.243
15.04.401.526 I slot launch_slot_: id  1 | task 7213 | processing task, is_child = 0
15.16.082.074 I slot print_timing: id  1 | task 7213 | n_gen =    100, tg =  12.10 t/s, tg_3s =  12.22 t/s
15.16.493.481 I slot print_timing: id  1 | task 7213 | prompt eval time =    3495.88 ms /    92 tokens (   38.00 ms per token,    26.32 tokens per second)
15.16.493.494 I slot print_timing: id  1 | task 7213 |        eval time =    8596.02 ms /   105 tokens (   82.65 ms per token,    12.10 tokens per second)
15.16.493.496 I slot print_timing: id  1 | task 7213 |       total time =   12091.91 ms /   197 tokens
15.16.493.497 I slot print_timing: id  1 | task 7213 |    graphs reused =       7073
15.16.493.632 I slot      release: id  1 | task 7213 | stop processing: n_tokens = 1247, truncated = 0
15.16.503.816 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, f_sim_best = 0.866 (> 0.100 thold), f_keep = 0.842
15.16.503.985 I slot launch_slot_: id  1 | task 7319 | processing task, is_child = 0
15.30.710.372 I slot print_timing: id  1 | task 7319 | n_gen =    100, tg =  12.11 t/s, tg_3s =  12.23 t/s
15.33.778.632 I slot print_timing: id  1 | task 7319 | n_gen =    137, tg =  12.09 t/s, tg_3s =  12.06 t/s
15.35.199.066 I slot print_timing: id  1 | task 7319 | prompt eval time =    6030.25 ms /   163 tokens (   37.00 ms per token,    27.03 tokens per second)
15.35.199.122 I slot print_timing: id  1 | task 7319 |        eval time =   12664.79 ms /   154 tokens (   82.78 ms per token,    12.08 tokens per second)
15.35.199.143 I slot print_timing: id  1 | task 7319 |       total time =   18695.04 ms /   317 tokens
15.35.199.165 I slot print_timing: id  1 | task 7319 |    graphs reused =       7225
15.35.205.797 I slot      release: id  1 | task 7319 | stop processing: n_tokens = 1366, truncated = 0
15.35.208.012 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, f_sim_best = 0.373 (> 0.100 thold), f_keep = 0.084
15.35.239.745 I slot launch_slot_: id  1 | task 7474 | processing task, is_child = 0
15.45.346.551 I slot print_timing: id  1 | task 7474 | prompt eval time =    3689.87 ms /   114 tokens (   32.37 ms per token,    30.90 tokens per second)
15.45.346.558 I slot print_timing: id  1 | task 7474 |        eval time =    6416.80 ms /    97 tokens (   66.84 ms per token,    14.96 tokens per second)
15.45.346.559 I slot print_timing: id  1 | task 7474 |       total time =   10106.67 ms /   211 tokens
15.45.346.560 I slot print_timing: id  1 | task 7474 |    graphs reused =       7320
15.45.346.632 I slot      release: id  1 | task 7474 | stop processing: n_tokens = 404, truncated = 0
15.45.356.817 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
15.45.368.407 I slot launch_slot_: id  0 | task 7572 | processing task, is_child = 0
16.00.289.528 I slot print_timing: id  0 | task 7572 | n_gen =    100, tg =  12.01 t/s, tg_3s =  12.13 t/s
16.03.368.533 I slot print_timing: id  0 | task 7572 | n_gen =    137, tg =  12.01 t/s, tg_3s =  12.02 t/s
16.05.528.467 I slot print_timing: id  0 | task 7572 | prompt eval time =    6671.90 ms /   186 tokens (   35.87 ms per token,    27.88 tokens per second)
16.05.528.528 I slot print_timing: id  0 | task 7572 |        eval time =   13480.52 ms /   163 tokens (   83.21 ms per token,    12.02 tokens per second)
16.05.528.553 I slot print_timing: id  0 | task 7572 |       total time =   20152.41 ms /   349 tokens
16.05.528.578 I slot print_timing: id  0 | task 7572 |    graphs reused =       7481
16.05.530.303 I slot      release: id  0 | task 7572 | stop processing: n_tokens = 1398, truncated = 0
16.05.539.376 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.835 (> 0.100 thold), f_keep = 0.747
16.05.539.566 I slot launch_slot_: id  0 | task 7736 | processing task, is_child = 0
16.19.017.281 I slot print_timing: id  0 | task 7736 | prompt eval time =    7540.48 ms /   206 tokens (   36.60 ms per token,    27.32 tokens per second)
16.19.017.295 I slot print_timing: id  0 | task 7736 |        eval time =    5937.17 ms /    72 tokens (   83.62 ms per token,    11.96 tokens per second)
16.19.017.297 I slot print_timing: id  0 | task 7736 |       total time =   13477.65 ms /   278 tokens
16.19.017.298 I slot print_timing: id  0 | task 7736 |    graphs reused =       7551
16.19.017.441 I slot      release: id  0 | task 7736 | stop processing: n_tokens = 1321, truncated = 0
16.19.026.642 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.426 (> 0.100 thold), f_keep = 0.087
16.19.054.570 I slot launch_slot_: id  0 | task 7809 | processing task, is_child = 0
16.28.222.415 I slot print_timing: id  0 | task 7809 | n_gen =    100, tg =  15.02 t/s, tg_3s =  15.17 t/s
16.31.021.013 I slot print_timing: id  0 | task 7809 | prompt eval time =    2574.45 ms /    76 tokens (   33.87 ms per token,    29.52 tokens per second)
16.31.021.073 I slot print_timing: id  0 | task 7809 |        eval time =    9391.90 ms /   142 tokens (   66.61 ms per token,    15.01 tokens per second)
16.31.021.098 I slot print_timing: id  0 | task 7809 |       total time =   11966.35 ms /   218 tokens
16.31.021.123 I slot print_timing: id  0 | task 7809 |    graphs reused =       7691
16.31.025.802 I slot      release: id  0 | task 7809 | stop processing: n_tokens = 411, truncated = 0
16.31.031.354 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 986091100
16.31.042.182 I slot launch_slot_: id  3 | task 7952 | processing task, is_child = 0
16.44.768.211 I slot print_timing: id  3 | task 7952 | n_gen =    100, tg =  12.01 t/s, tg_3s =  12.13 t/s
16.47.850.419 I slot print_timing: id  3 | task 7952 | n_gen =    137, tg =  12.01 t/s, tg_3s =  12.00 t/s
16.49.679.644 I slot print_timing: id  3 | task 7952 | prompt eval time =    5474.46 ms /   141 tokens (   38.83 ms per token,    25.76 tokens per second)
16.49.679.660 I slot print_timing: id  3 | task 7952 |        eval time =   13155.42 ms /   159 tokens (   83.26 ms per token,    12.01 tokens per second)
16.49.679.661 I slot print_timing: id  3 | task 7952 |       total time =   18629.88 ms /   300 tokens
16.49.679.662 I slot print_timing: id  3 | task 7952 |    graphs reused =       7848
16.49.679.822 I slot      release: id  3 | task 7952 | stop processing: n_tokens = 1429, truncated = 0
16.49.689.046 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.414 (> 0.100 thold), f_keep = 0.080
16.49.717.517 I slot launch_slot_: id  3 | task 8112 | processing task, is_child = 0
16.58.473.307 I slot print_timing: id  3 | task 8112 | prompt eval time =    2763.57 ms /    84 tokens (   32.90 ms per token,    30.40 tokens per second)
16.58.473.316 I slot print_timing: id  3 | task 8112 |        eval time =    5992.16 ms /    91 tokens (   66.58 ms per token,    15.02 tokens per second)
16.58.473.317 I slot print_timing: id  3 | task 8112 |       total time =    8755.73 ms /   175 tokens
16.58.473.318 I slot print_timing: id  3 | task 8112 |    graphs reused =       7937
16.58.474.998 I slot      release: id  3 | task 8112 | stop processing: n_tokens = 368, truncated = 0
16.58.483.704 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 1044941906
16.58.495.467 I slot launch_slot_: id  2 | task 8204 | processing task, is_child = 0
17.11.935.148 I slot print_timing: id  2 | task 8204 | n_gen =    100, tg =  11.35 t/s, tg_3s =  11.46 t/s
17.13.614.973 I slot print_timing: id  2 | task 8204 | prompt eval time =    4709.69 ms /   125 tokens (   37.68 ms per token,    26.54 tokens per second)
17.13.614.986 I slot print_timing: id  2 | task 8204 |        eval time =   10403.13 ms /   119 tokens (   88.16 ms per token,    11.34 tokens per second)
17.13.614.987 I slot print_timing: id  2 | task 8204 |       total time =   15112.82 ms /   244 tokens
17.13.614.989 I slot print_timing: id  2 | task 8204 |    graphs reused =       8054
17.13.615.138 I slot      release: id  2 | task 8204 | stop processing: n_tokens = 1374, truncated = 0
17.13.623.692 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.421 (> 0.100 thold), f_keep = 0.084
17.13.651.243 I slot launch_slot_: id  2 | task 8324 | processing task, is_child = 0
17.21.666.756 I slot print_timing: id  2 | task 8324 | prompt eval time =    2663.06 ms /    78 tokens (   34.14 ms per token,    29.29 tokens per second)
17.21.666.765 I slot print_timing: id  2 | task 8324 |        eval time =    5352.38 ms /    81 tokens (   66.90 ms per token,    14.95 tokens per second)
17.21.666.766 I slot print_timing: id  2 | task 8324 |       total time =    8015.45 ms /   159 tokens
17.21.666.767 I slot print_timing: id  2 | task 8324 |    graphs reused =       8133
17.21.666.865 I slot      release: id  2 | task 8324 | stop processing: n_tokens = 353, truncated = 0
17.21.677.310 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 1126584863
17.21.690.517 I slot launch_slot_: id  1 | task 8406 | processing task, is_child = 0
17.31.799.531 I slot print_timing: id  1 | task 8406 | prompt eval time =    6500.59 ms /   175 tokens (   37.15 ms per token,    26.92 tokens per second)
17.31.799.594 I slot print_timing: id  1 | task 8406 |        eval time =    3601.22 ms /    44 tokens (   83.75 ms per token,    11.94 tokens per second)
17.31.799.638 I slot print_timing: id  1 | task 8406 |       total time =   10101.80 ms /   219 tokens
17.31.799.659 I slot print_timing: id  1 | task 8406 |    graphs reused =       8175
17.31.803.807 I slot      release: id  1 | task 8406 | stop processing: n_tokens = 1348, truncated = 0
17.31.808.426 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, f_sim_best = 0.391 (> 0.100 thold), f_keep = 0.085
17.31.835.798 I slot launch_slot_: id  1 | task 8451 | processing task, is_child = 0
17.41.744.057 I slot print_timing: id  1 | task 8451 | n_gen =    100, tg =  14.94 t/s, tg_3s =  15.09 t/s
17.44.611.868 I slot print_timing: id  1 | task 8451 | prompt eval time =    3283.05 ms /   100 tokens (   32.83 ms per token,    30.46 tokens per second)
17.44.611.881 I slot print_timing: id  1 | task 8451 |        eval time =    9492.93 ms /   143 tokens (   66.85 ms per token,    14.96 tokens per second)
17.44.611.883 I slot print_timing: id  1 | task 8451 |       total time =   12775.98 ms /   243 tokens
17.44.611.884 I slot print_timing: id  1 | task 8451 |    graphs reused =       8316
17.44.611.948 I slot      release: id  1 | task 8451 | stop processing: n_tokens = 436, truncated = 0
17.44.622.196 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 1172264038
17.44.633.302 I slot launch_slot_: id  0 | task 8595 | processing task, is_child = 0
17.56.613.571 I slot print_timing: id  0 | task 8595 | prompt eval time =    5956.77 ms /   157 tokens (   37.94 ms per token,    26.36 tokens per second)
17.56.613.578 I slot print_timing: id  0 | task 8595 |        eval time =    6015.02 ms /    73 tokens (   83.54 ms per token,    11.97 tokens per second)
17.56.613.579 I slot print_timing: id  0 | task 8595 |       total time =   11971.79 ms /   230 tokens
17.56.613.580 I slot print_timing: id  0 | task 8595 |    graphs reused =       8387
17.56.615.737 I slot      release: id  0 | task 8595 | stop processing: n_tokens = 1367, truncated = 0
17.56.624.354 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.939 (> 0.100 thold), f_keep = 0.827
17.56.624.537 I slot launch_slot_: id  0 | task 8669 | processing task, is_child = 0
18.04.174.831 I slot print_timing: id  0 | task 8669 | prompt eval time =    2880.41 ms /    74 tokens (   38.92 ms per token,    25.69 tokens per second)
18.04.174.838 I slot print_timing: id  0 | task 8669 |        eval time =    4669.83 ms /    57 tokens (   83.39 ms per token,    11.99 tokens per second)
18.04.174.839 I slot print_timing: id  0 | task 8669 |       total time =    7550.24 ms /   131 tokens
18.04.174.840 I slot print_timing: id  0 | task 8669 |    graphs reused =       8442
18.04.174.979 I slot      release: id  0 | task 8669 | stop processing: n_tokens = 1260, truncated = 0
18.04.185.246 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.921 (> 0.100 thold), f_keep = 0.901
18.04.185.435 I slot launch_slot_: id  0 | task 8727 | processing task, is_child = 0
18.11.483.145 I slot print_timing: id  0 | task 8727 | prompt eval time =    3626.61 ms /    98 tokens (   37.01 ms per token,    27.02 tokens per second)
18.11.483.152 I slot print_timing: id  0 | task 8727 |        eval time =    3671.05 ms /    45 tokens (   83.43 ms per token,    11.99 tokens per second)
18.11.483.153 I slot print_timing: id  0 | task 8727 |       total time =    7297.65 ms /   143 tokens
18.11.483.154 I slot print_timing: id  0 | task 8727 |    graphs reused =       8485
18.11.486.800 I slot      release: id  0 | task 8727 | stop processing: n_tokens = 1277, truncated = 0
18.11.493.548 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.914 (> 0.100 thold), f_keep = 0.885
18.11.493.736 I slot launch_slot_: id  0 | task 8773 | processing task, is_child = 0
18.22.548.151 I slot print_timing: id  0 | task 8773 | prompt eval time =    4030.37 ms /   107 tokens (   37.67 ms per token,    26.55 tokens per second)
18.22.548.163 I slot print_timing: id  0 | task 8773 |        eval time =    7023.97 ms /    85 tokens (   83.62 ms per token,    11.96 tokens per second)
18.22.548.164 I slot print_timing: id  0 | task 8773 |       total time =   11054.34 ms /   192 tokens
18.22.548.165 I slot print_timing: id  0 | task 8773 |    graphs reused =       8568
18.22.548.567 I slot      release: id  0 | task 8773 | stop processing: n_tokens = 1321, truncated = 0
18.22.560.775 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.814 (> 0.100 thold), f_keep = 0.855
18.22.560.984 I slot launch_slot_: id  0 | task 8859 | processing task, is_child = 0
18.38.714.686 I slot print_timing: id  0 | task 8859 | prompt eval time =    9453.65 ms /   259 tokens (   36.50 ms per token,    27.40 tokens per second)
18.38.714.695 I slot print_timing: id  0 | task 8859 |        eval time =    6700.00 ms /    80 tokens (   84.81 ms per token,    11.79 tokens per second)
18.38.714.696 I slot print_timing: id  0 | task 8859 |       total time =   16153.65 ms /   339 tokens
18.38.714.697 I slot print_timing: id  0 | task 8859 |    graphs reused =       8646
18.38.714.875 I slot      release: id  0 | task 8859 | stop processing: n_tokens = 1468, truncated = 0
18.38.723.898 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.283 (> 0.100 thold), f_keep = 0.078
18.38.753.866 I slot launch_slot_: id  0 | task 8940 | processing task, is_child = 0
18.51.600.288 I slot print_timing: id  0 | task 8940 | prompt eval time =    6970.04 ms /   213 tokens (   32.72 ms per token,    30.56 tokens per second)
18.51.600.349 I slot print_timing: id  0 | task 8940 |        eval time =    5876.29 ms /    87 tokens (   68.33 ms per token,    14.64 tokens per second)
18.51.600.375 I slot print_timing: id  0 | task 8940 |       total time =   12846.33 ms /   300 tokens
18.51.600.400 I slot print_timing: id  0 | task 8940 |    graphs reused =       8731
18.51.604.813 I slot      release: id  0 | task 8940 | stop processing: n_tokens = 493, truncated = 0
18.51.610.730 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 1199713232
18.51.623.965 I slot launch_slot_: id  3 | task 9028 | processing task, is_child = 0
19.04.175.372 I slot print_timing: id  3 | task 9028 | prompt eval time =    5522.74 ms /   148 tokens (   37.32 ms per token,    26.80 tokens per second)
19.04.175.433 I slot print_timing: id  3 | task 9028 |        eval time =    7019.10 ms /    82 tokens (   86.66 ms per token,    11.54 tokens per second)
19.04.175.459 I slot print_timing: id  3 | task 9028 |       total time =   12541.84 ms /   230 tokens
19.04.175.485 I slot print_timing: id  3 | task 9028 |    graphs reused =       8811
19.04.177.320 I slot      release: id  3 | task 9028 | stop processing: n_tokens = 1359, truncated = 0
19.04.184.946 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.398 (> 0.100 thold), f_keep = 0.085
19.04.213.056 I slot launch_slot_: id  3 | task 9111 | processing task, is_child = 0
19.14.134.680 I slot print_timing: id  3 | task 9111 | n_gen =    100, tg =  14.79 t/s, tg_3s =  14.94 t/s
19.16.966.327 I slot print_timing: id  3 | task 9111 | prompt eval time =    3226.22 ms /    95 tokens (   33.96 ms per token,    29.45 tokens per second)
19.16.966.334 I slot print_timing: id  3 | task 9111 |        eval time =    9526.98 ms /   142 tokens (   67.57 ms per token,    14.80 tokens per second)
19.16.966.336 I slot print_timing: id  3 | task 9111 |       total time =   12753.21 ms /   237 tokens
19.16.966.337 I slot print_timing: id  3 | task 9111 |    graphs reused =       8951
