0.00.000.338 I srv  llama_server: initializing ...
0.00.009.664 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.010.121 W srv  llama_server: security: no API key is set and CORS allows all origins (see https://github.com/ggml-org/llama.cpp/pull/25655)
0.00.010.201 E srv         start: couldn't bind HTTP server socket, hostname: 127.0.0.1, port: 8081
0.00.010.205 I srv    operator(): operator(): cleaning up before exit...
0.00.010.274 E srv  llama_server: exiting due to HTTP server error
0.00.000.364 I srv  llama_server: initializing ...
0.00.009.473 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.009.880 W srv  llama_server: security: no API key is set and CORS allows all origins (see https://github.com/ggml-org/llama.cpp/pull/25655)
0.00.011.145 I srv    load_model: loading model '/home/runner/work/Eldorado/Eldorado/ia_local/modelos/Llama-3.2-3B-Instruct-Q4_K_M.gguf'
0.01.837.951 I cmn          init: llama threadpool init, n_threads = 4
0.02.071.635 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 4096, kv_unified = 'true'
0.02.077.197 I srv  llama_server: model loaded
0.02.077.215 I srv  llama_server: listening on http://127.0.0.1:8081
0.03.009.754 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
11.47.357.737 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.414 (> 0.100 thold), f_keep = 0.258
11.47.370.249 I slot launch_slot_: id  3 | task 6483 | processing task, is_child = 0
11.54.173.640 I slot print_timing: id  3 | task 6483 | prompt eval time =    2717.79 ms /    82 tokens (   33.14 ms per token,    30.17 tokens per second)
11.54.173.662 I slot print_timing: id  3 | task 6483 |        eval time =    4085.55 ms /    64 tokens (   64.85 ms per token,    15.42 tokens per second)
11.54.173.662 I slot print_timing: id  3 | task 6483 |       total time =    6803.34 ms /   146 tokens
11.54.173.664 I slot print_timing: id  3 | task 6483 |    graphs reused =       6346
11.54.174.855 I slot      release: id  3 | task 6483 | stop processing: n_tokens = 341, truncated = 0
11.54.183.814 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.300 (> 0.100 thold), f_keep = 0.337
11.54.193.900 I slot launch_slot_: id  3 | task 6548 | processing task, is_child = 0
12.05.374.185 I slot print_timing: id  3 | task 6548 | n_gen =    100, tg =  15.15 t/s, tg_3s =  15.30 t/s
12.08.064.332 I slot print_timing: id  3 | task 6548 | prompt eval time =    4644.90 ms /   138 tokens (   33.66 ms per token,    29.71 tokens per second)
12.08.064.340 I slot print_timing: id  3 | task 6548 |        eval time =    9225.49 ms /   140 tokens (   66.37 ms per token,    15.07 tokens per second)
12.08.064.341 I slot print_timing: id  3 | task 6548 |       total time =   13870.38 ms /   278 tokens
12.08.064.342 I slot print_timing: id  3 | task 6548 |    graphs reused =       6483
12.08.068.315 I slot      release: id  3 | task 6548 | stop processing: n_tokens = 522, truncated = 0
12.08.073.284 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.395 (> 0.100 thold), f_keep = 0.220
12.08.085.824 I slot launch_slot_: id  3 | task 6689 | processing task, is_child = 0
12.16.375.649 I slot print_timing: id  3 | task 6689 | prompt eval time =    3199.84 ms /    97 tokens (   32.99 ms per token,    30.31 tokens per second)
12.16.375.664 I slot print_timing: id  3 | task 6689 |        eval time =    5089.94 ms /    79 tokens (   65.26 ms per token,    15.32 tokens per second)
12.16.375.665 I slot print_timing: id  3 | task 6689 |       total time =    8289.77 ms /   176 tokens
12.16.375.667 I slot print_timing: id  3 | task 6689 |    graphs reused =       6560
12.16.376.943 I slot      release: id  3 | task 6689 | stop processing: n_tokens = 369, truncated = 0
12.16.384.592 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.296 (> 0.100 thold), f_keep = 0.312
12.16.394.598 I slot launch_slot_: id  3 | task 6769 | processing task, is_child = 0
12.27.797.749 I slot print_timing: id  3 | task 6769 | n_gen =    100, tg =  15.22 t/s, tg_3s =  15.37 t/s
12.29.604.712 I slot print_timing: id  3 | task 6769 | prompt eval time =    4898.26 ms /   147 tokens (   33.32 ms per token,    30.01 tokens per second)
12.29.604.724 I slot print_timing: id  3 | task 6769 |        eval time =    8311.80 ms /   127 tokens (   65.97 ms per token,    15.16 tokens per second)
12.29.604.725 I slot print_timing: id  3 | task 6769 |       total time =   13210.07 ms /   274 tokens
12.29.604.726 I slot print_timing: id  3 | task 6769 |    graphs reused =       6684
12.29.604.802 I slot      release: id  3 | task 6769 | stop processing: n_tokens = 514, truncated = 0
12.29.613.497 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.414 (> 0.100 thold), f_keep = 0.224
12.29.626.444 I slot launch_slot_: id  3 | task 6897 | processing task, is_child = 0
12.37.775.559 I slot print_timing: id  3 | task 6897 | prompt eval time =    2780.99 ms /    83 tokens (   33.51 ms per token,    29.85 tokens per second)
12.37.775.570 I slot print_timing: id  3 | task 6897 |        eval time =    5368.08 ms /    83 tokens (   65.46 ms per token,    15.28 tokens per second)
12.37.775.571 I slot print_timing: id  3 | task 6897 |       total time =    8149.07 ms /   166 tokens
12.37.775.573 I slot print_timing: id  3 | task 6897 |    graphs reused =       6765
12.37.775.640 I slot      release: id  3 | task 6897 | stop processing: n_tokens = 360, truncated = 0
12.37.784.311 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.304 (> 0.100 thold), f_keep = 0.319
12.37.795.887 I slot launch_slot_: id  3 | task 6981 | processing task, is_child = 0
12.46.309.624 I slot print_timing: id  3 | task 6981 | prompt eval time =    4642.68 ms /   138 tokens (   33.64 ms per token,    29.72 tokens per second)
12.46.309.632 I slot print_timing: id  3 | task 6981 |        eval time =    3871.02 ms /    59 tokens (   66.74 ms per token,    14.98 tokens per second)
12.46.309.633 I slot print_timing: id  3 | task 6981 |       total time =    8513.69 ms /   197 tokens
12.46.309.634 I slot print_timing: id  3 | task 6981 |    graphs reused =       6822
12.46.309.709 I slot      release: id  3 | task 6981 | stop processing: n_tokens = 436, truncated = 0
12.46.319.164 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.627 (> 0.100 thold), f_keep = 0.550
12.46.319.343 I slot launch_slot_: id  3 | task 7041 | processing task, is_child = 0
12.56.376.685 I slot print_timing: id  3 | task 7041 | prompt eval time =    4852.99 ms /   143 tokens (   33.94 ms per token,    29.47 tokens per second)
12.56.376.692 I slot print_timing: id  3 | task 7041 |        eval time =    5204.31 ms /    80 tokens (   65.88 ms per token,    15.18 tokens per second)
12.56.376.694 I slot print_timing: id  3 | task 7041 |       total time =   10057.31 ms /   223 tokens
12.56.376.695 I slot print_timing: id  3 | task 7041 |    graphs reused =       6900
12.56.376.766 I slot      release: id  3 | task 7041 | stop processing: n_tokens = 462, truncated = 0
12.56.385.526 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.402 (> 0.100 thold), f_keep = 0.249
12.56.396.736 I slot launch_slot_: id  3 | task 7122 | processing task, is_child = 0
13.04.652.070 I slot print_timing: id  3 | task 7122 | prompt eval time =    3093.86 ms /    91 tokens (   34.00 ms per token,    29.41 tokens per second)
13.04.652.083 I slot print_timing: id  3 | task 7122 |        eval time =    5161.43 ms /    79 tokens (   66.17 ms per token,    15.11 tokens per second)
13.04.652.084 I slot print_timing: id  3 | task 7122 |       total time =    8255.29 ms /   170 tokens
13.04.652.085 I slot print_timing: id  3 | task 7122 |    graphs reused =       6977
13.04.652.154 I slot      release: id  3 | task 7122 | stop processing: n_tokens = 364, truncated = 0
13.04.661.226 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.271 (> 0.100 thold), f_keep = 0.316
13.04.672.129 I slot launch_slot_: id  3 | task 7202 | processing task, is_child = 0
13.15.188.205 I slot print_timing: id  3 | task 7202 | prompt eval time =    6077.44 ms /   183 tokens (   33.21 ms per token,    30.11 tokens per second)
13.15.188.215 I slot print_timing: id  3 | task 7202 |        eval time =    4438.59 ms /    68 tokens (   66.25 ms per token,    15.09 tokens per second)
13.15.188.216 I slot print_timing: id  3 | task 7202 |       total time =   10516.03 ms /   251 tokens
13.15.188.217 I slot print_timing: id  3 | task 7202 |    graphs reused =       7043
13.15.192.314 I slot      release: id  3 | task 7202 | stop processing: n_tokens = 491, truncated = 0
13.15.197.379 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.491 (> 0.100 thold), f_keep = 0.489
13.15.206.664 I slot launch_slot_: id  3 | task 7271 | processing task, is_child = 0
13.30.419.463 I slot print_timing: id  3 | task 7271 | n_gen =    100, tg =  14.20 t/s, tg_3s =  14.35 t/s
13.33.451.495 I slot print_timing: id  3 | task 7271 | n_gen =    141, tg =  14.00 t/s, tg_3s =  13.52 t/s
13.36.519.921 I slot print_timing: id  3 | task 7271 | n_gen =    184, tg =  14.00 t/s, tg_3s =  14.01 t/s
13.39.164.515 I slot print_timing: id  3 | task 7271 | prompt eval time =    8242.36 ms /   249 tokens (   33.10 ms per token,    30.21 tokens per second)
13.39.164.528 I slot print_timing: id  3 | task 7271 |        eval time =   15715.44 ms /   221 tokens (   71.43 ms per token,    14.00 tokens per second)
13.39.164.529 I slot print_timing: id  3 | task 7271 |       total time =   23957.80 ms /   470 tokens
13.39.164.530 I slot print_timing: id  3 | task 7271 |    graphs reused =       7261
13.39.164.906 I slot      release: id  3 | task 7271 | stop processing: n_tokens = 709, truncated = 0
13.39.173.680 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.663 (> 0.100 thold), f_keep = 0.339
13.39.191.005 I slot launch_slot_: id  3 | task 7493 | processing task, is_child = 0
13.49.761.032 I slot print_timing: id  3 | task 7493 | n_gen =    100, tg =  15.00 t/s, tg_3s =  15.15 t/s
13.50.881.704 I slot print_timing: id  3 | task 7493 | prompt eval time =    3969.41 ms /   120 tokens (   33.08 ms per token,    30.23 tokens per second)
13.50.881.714 I slot print_timing: id  3 | task 7493 |        eval time =    7721.24 ms /   117 tokens (   66.56 ms per token,    15.02 tokens per second)
13.50.881.715 I slot print_timing: id  3 | task 7493 |       total time =   11690.65 ms /   237 tokens
13.50.881.717 I slot print_timing: id  3 | task 7493 |    graphs reused =       7376
13.50.881.794 I slot      release: id  3 | task 7493 | stop processing: n_tokens = 478, truncated = 0
13.50.890.685 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.426 (> 0.100 thold), f_keep = 0.241
13.50.902.510 I slot launch_slot_: id  3 | task 7611 | processing task, is_child = 0
13.58.744.012 I slot print_timing: id  3 | task 7611 | prompt eval time =    2595.93 ms /    76 tokens (   34.16 ms per token,    29.28 tokens per second)
13.58.744.020 I slot print_timing: id  3 | task 7611 |        eval time =    5245.49 ms /    82 tokens (   64.76 ms per token,    15.44 tokens per second)
13.58.744.021 I slot print_timing: id  3 | task 7611 |       total time =    7841.41 ms /   158 tokens
13.58.744.022 I slot print_timing: id  3 | task 7611 |    graphs reused =       7456
13.58.744.091 I slot      release: id  3 | task 7611 | stop processing: n_tokens = 351, truncated = 0
13.58.752.965 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.283 (> 0.100 thold), f_keep = 0.328
13.58.763.336 I slot launch_slot_: id  3 | task 7694 | processing task, is_child = 0
14.10.469.589 I slot print_timing: id  3 | task 7694 | prompt eval time =    5583.71 ms /   167 tokens (   33.44 ms per token,    29.91 tokens per second)
14.10.469.607 I slot print_timing: id  3 | task 7694 |        eval time =    6122.47 ms /    94 tokens (   65.83 ms per token,    15.19 tokens per second)
14.10.469.608 I slot print_timing: id  3 | task 7694 |       total time =   11706.17 ms /   261 tokens
14.10.469.609 I slot print_timing: id  3 | task 7694 |    graphs reused =       7548
14.10.469.686 I slot      release: id  3 | task 7694 | stop processing: n_tokens = 500, truncated = 0
14.10.480.529 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.652 (> 0.100 thold), f_keep = 0.480
14.10.493.816 I slot launch_slot_: id  3 | task 7789 | processing task, is_child = 0
14.20.590.214 I slot print_timing: id  3 | task 7789 | prompt eval time =    4291.22 ms /   127 tokens (   33.79 ms per token,    29.60 tokens per second)
14.20.590.222 I slot print_timing: id  3 | task 7789 |        eval time =    5805.14 ms /    89 tokens (   65.97 ms per token,    15.16 tokens per second)
14.20.590.223 I slot print_timing: id  3 | task 7789 |       total time =   10096.35 ms /   216 tokens
14.20.590.225 I slot print_timing: id  3 | task 7789 |    graphs reused =       7635
14.20.590.317 I slot      release: id  3 | task 7789 | stop processing: n_tokens = 456, truncated = 0
14.20.599.011 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.415 (> 0.100 thold), f_keep = 0.252
14.20.610.848 I slot launch_slot_: id  3 | task 7879 | processing task, is_child = 0
14.29.789.520 I slot print_timing: id  3 | task 7879 | n_gen =    100, tg =  15.48 t/s, tg_3s =  15.63 t/s
14.32.799.664 I slot print_timing: id  3 | task 7879 | n_gen =    146, tg =  15.41 t/s, tg_3s =  15.28 t/s
14.35.812.159 I slot print_timing: id  3 | task 7879 | n_gen =    192, tg =  15.38 t/s, tg_3s =  15.27 t/s
14.36.405.809 I slot print_timing: id  3 | task 7879 | prompt eval time =    2782.26 ms /    83 tokens (   33.52 ms per token,    29.83 tokens per second)
14.36.405.868 I slot print_timing: id  3 | task 7879 |        eval time =   13012.61 ms /   201 tokens (   65.06 ms per token,    15.37 tokens per second)
14.36.405.898 I slot print_timing: id  3 | task 7879 |       total time =   15794.87 ms /   284 tokens
14.36.405.923 I slot print_timing: id  3 | task 7879 |    graphs reused =       7834
14.36.406.323 I slot      release: id  3 | task 7879 | stop processing: n_tokens = 477, truncated = 0
14.36.418.949 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.345 (> 0.100 thold), f_keep = 0.241
14.36.431.391 I slot launch_slot_: id  3 | task 8081 | processing task, is_child = 0
14.45.090.228 I slot print_timing: id  3 | task 8081 | prompt eval time =    2941.76 ms /    87 tokens (   33.81 ms per token,    29.57 tokens per second)
14.45.090.243 I slot print_timing: id  3 | task 8081 |        eval time =    5717.03 ms /    88 tokens (   65.71 ms per token,    15.22 tokens per second)
14.45.090.244 I slot print_timing: id  3 | task 8081 |       total time =    8658.79 ms /   175 tokens
14.45.090.245 I slot print_timing: id  3 | task 8081 |    graphs reused =       7920
14.45.090.329 I slot      release: id  3 | task 8081 | stop processing: n_tokens = 420, truncated = 0
14.45.099.106 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.596 (> 0.100 thold), f_keep = 0.571
14.45.099.345 I slot launch_slot_: id  3 | task 8170 | processing task, is_child = 0
14.54.005.887 I slot print_timing: id  3 | task 8170 | prompt eval time =    5402.97 ms /   163 tokens (   33.15 ms per token,    30.17 tokens per second)
14.54.005.900 I slot print_timing: id  3 | task 8170 |        eval time =    3503.52 ms /    54 tokens (   66.10 ms per token,    15.13 tokens per second)
14.54.005.901 I slot print_timing: id  3 | task 8170 |       total time =    8906.49 ms /   217 tokens
14.54.005.902 I slot print_timing: id  3 | task 8170 |    graphs reused =       7972
14.54.005.980 I slot      release: id  3 | task 8170 | stop processing: n_tokens = 456, truncated = 0
14.54.014.696 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.373 (> 0.100 thold), f_keep = 0.252
14.54.026.634 I slot launch_slot_: id  3 | task 8225 | processing task, is_child = 0
15.03.013.585 I slot print_timing: id  3 | task 8225 | prompt eval time =    3712.36 ms /   114 tokens (   32.56 ms per token,    30.71 tokens per second)
15.03.013.592 I slot print_timing: id  3 | task 8225 |        eval time =    5274.55 ms /    81 tokens (   65.93 ms per token,    15.17 tokens per second)
15.03.013.593 I slot print_timing: id  3 | task 8225 |       total time =    8986.90 ms /   195 tokens
15.03.013.595 I slot print_timing: id  3 | task 8225 |    graphs reused =       8051
15.03.014.848 I slot      release: id  3 | task 8225 | stop processing: n_tokens = 388, truncated = 0
15.03.022.609 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.270 (> 0.100 thold), f_keep = 0.296
15.03.033.166 I slot launch_slot_: id  3 | task 8307 | processing task, is_child = 0
15.12.722.856 I slot print_timing: id  3 | task 8307 | prompt eval time =    6119.30 ms /   185 tokens (   33.08 ms per token,    30.23 tokens per second)
15.12.722.866 I slot print_timing: id  3 | task 8307 |        eval time =    3570.34 ms /    54 tokens (   67.36 ms per token,    14.84 tokens per second)
15.12.722.867 I slot print_timing: id  3 | task 8307 |       total time =    9689.64 ms /   239 tokens
15.12.722.868 I slot print_timing: id  3 | task 8307 |    graphs reused =       8103
15.12.722.949 I slot      release: id  3 | task 8307 | stop processing: n_tokens = 479, truncated = 0
15.12.731.909 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.667 (> 0.100 thold), f_keep = 0.501
15.12.732.074 I slot launch_slot_: id  3 | task 8362 | processing task, is_child = 0
15.20.601.330 I slot print_timing: id  3 | task 8362 | prompt eval time =    3953.46 ms /   120 tokens (   32.95 ms per token,    30.35 tokens per second)
15.20.601.339 I slot print_timing: id  3 | task 8362 |        eval time =    3915.76 ms /    61 tokens (   65.26 ms per token,    15.32 tokens per second)
15.20.601.340 I slot print_timing: id  3 | task 8362 |       total time =    7869.22 ms /   181 tokens
15.20.601.341 I slot print_timing: id  3 | task 8362 |    graphs reused =       8162
15.20.601.414 I slot      release: id  3 | task 8362 | stop processing: n_tokens = 420, truncated = 0
15.20.610.338 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.426 (> 0.100 thold), f_keep = 0.274
15.20.621.259 I slot launch_slot_: id  3 | task 8424 | processing task, is_child = 0
15.29.608.998 I slot print_timing: id  3 | task 8424 | n_gen =    100, tg =  15.47 t/s, tg_3s =  15.62 t/s
15.32.336.565 I slot print_timing: id  3 | task 8424 | prompt eval time =    2586.62 ms /    76 tokens (   34.03 ms per token,    29.38 tokens per second)
15.32.336.638 I slot print_timing: id  3 | task 8424 |        eval time =    9128.61 ms /   142 tokens (   64.74 ms per token,    15.45 tokens per second)
15.32.336.663 I slot print_timing: id  3 | task 8424 |       total time =   11715.23 ms /   218 tokens
15.32.336.684 I slot print_timing: id  3 | task 8424 |    graphs reused =       8302
15.32.337.044 I slot      release: id  3 | task 8424 | stop processing: n_tokens = 411, truncated = 0
15.32.345.856 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.302 (> 0.100 thold), f_keep = 0.280
15.32.356.195 I slot launch_slot_: id  3 | task 8567 | processing task, is_child = 0
15.43.529.635 I slot print_timing: id  3 | task 8567 | n_gen =    100, tg =  15.25 t/s, tg_3s =  15.40 t/s
15.44.118.163 I slot print_timing: id  3 | task 8567 | prompt eval time =    4679.52 ms /   140 tokens (   33.43 ms per token,    29.92 tokens per second)
15.44.118.223 I slot print_timing: id  3 | task 8567 |        eval time =    7082.36 ms /   109 tokens (   65.58 ms per token,    15.25 tokens per second)
15.44.118.245 I slot print_timing: id  3 | task 8567 |       total time =   11761.88 ms /   249 tokens
15.44.118.266 I slot print_timing: id  3 | task 8567 |    graphs reused =       8409
15.44.119.552 I slot      release: id  3 | task 8567 | stop processing: n_tokens = 489, truncated = 0
15.44.127.142 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.414 (> 0.100 thold), f_keep = 0.235
15.44.138.732 I slot launch_slot_: id  3 | task 8677 | processing task, is_child = 0
15.52.727.399 I slot print_timing: id  3 | task 8677 | prompt eval time =    2766.84 ms /    84 tokens (   32.94 ms per token,    30.36 tokens per second)
15.52.727.407 I slot print_timing: id  3 | task 8677 |        eval time =    5821.74 ms /    91 tokens (   64.69 ms per token,    15.46 tokens per second)
15.52.727.408 I slot print_timing: id  3 | task 8677 |       total time =    8588.58 ms /   175 tokens
15.52.727.409 I slot print_timing: id  3 | task 8677 |    graphs reused =       8498
15.52.727.483 I slot      release: id  3 | task 8677 | stop processing: n_tokens = 368, truncated = 0
15.52.736.455 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.314 (> 0.100 thold), f_keep = 0.312
15.52.746.074 I slot launch_slot_: id  3 | task 8769 | processing task, is_child = 0
16.03.349.506 I slot print_timing: id  3 | task 8769 | n_gen =    100, tg =  15.36 t/s, tg_3s =  15.51 t/s
16.05.378.687 I slot print_timing: id  3 | task 8769 | prompt eval time =    4157.33 ms /   125 tokens (   33.26 ms per token,    30.07 tokens per second)
16.05.378.746 I slot print_timing: id  3 | task 8769 |        eval time =    8475.22 ms /   131 tokens (   65.19 ms per token,    15.34 tokens per second)
16.05.378.773 I slot print_timing: id  3 | task 8769 |       total time =   12632.55 ms /   256 tokens
16.05.378.801 I slot print_timing: id  3 | task 8769 |    graphs reused =       8627
16.05.382.315 I slot      release: id  3 | task 8769 | stop processing: n_tokens = 496, truncated = 0
16.05.387.584 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.421 (> 0.100 thold), f_keep = 0.232
16.05.398.284 I slot launch_slot_: id  3 | task 8901 | processing task, is_child = 0
16.13.256.747 I slot print_timing: id  3 | task 8901 | prompt eval time =    2669.88 ms /    78 tokens (   34.23 ms per token,    29.21 tokens per second)
16.13.256.755 I slot print_timing: id  3 | task 8901 |        eval time =    5188.49 ms /    81 tokens (   64.86 ms per token,    15.42 tokens per second)
16.13.256.756 I slot print_timing: id  3 | task 8901 |       total time =    7858.38 ms /   159 tokens
16.13.256.757 I slot print_timing: id  3 | task 8901 |    graphs reused =       8706
16.13.256.828 I slot      release: id  3 | task 8901 | stop processing: n_tokens = 353, truncated = 0
16.13.265.660 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.277 (> 0.100 thold), f_keep = 0.326
16.13.275.495 I slot launch_slot_: id  3 | task 8983 | processing task, is_child = 0
16.25.286.423 I slot print_timing: id  3 | task 8983 | n_gen =    100, tg =  15.29 t/s, tg_3s =  15.44 t/s
16.28.085.381 I slot print_timing: id  3 | task 8983 | prompt eval time =    5535.30 ms /   167 tokens (   33.15 ms per token,    30.17 tokens per second)
16.28.085.440 I slot print_timing: id  3 | task 8983 |        eval time =    9274.50 ms /   141 tokens (   66.25 ms per token,    15.10 tokens per second)
16.28.085.462 I slot print_timing: id  3 | task 8983 |       total time =   14809.80 ms /   308 tokens
16.28.085.484 I slot print_timing: id  3 | task 8983 |    graphs reused =       8844
16.28.085.843 I slot      release: id  3 | task 8983 | stop processing: n_tokens = 555, truncated = 0
16.28.094.305 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.391 (> 0.100 thold), f_keep = 0.207
16.28.107.703 I slot launch_slot_: id  3 | task 9125 | processing task, is_child = 0
16.37.734.142 I slot print_timing: id  3 | task 9125 | n_gen =    100, tg =  15.57 t/s, tg_3s =  15.73 t/s
16.40.511.841 I slot print_timing: id  3 | task 9125 | prompt eval time =    3269.34 ms /   100 tokens (   32.69 ms per token,    30.59 tokens per second)
16.40.511.900 I slot print_timing: id  3 | task 9125 |        eval time =    9134.71 ms /   143 tokens (   64.33 ms per token,    15.55 tokens per second)
16.40.511.931 I slot print_timing: id  3 | task 9125 |       total time =   12404.05 ms /   243 tokens
16.40.511.957 I slot print_timing: id  3 | task 9125 |    graphs reused =       8985
16.40.515.314 I slot      release: id  3 | task 9125 | stop processing: n_tokens = 436, truncated = 0
16.40.520.899 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.284 (> 0.100 thold), f_keep = 0.264
16.40.531.998 I slot launch_slot_: id  3 | task 9269 | processing task, is_child = 0
16.52.261.575 I slot print_timing: id  3 | task 9269 | n_gen =    100, tg =  15.40 t/s, tg_3s =  15.55 t/s
16.53.327.954 I slot print_timing: id  3 | task 9269 | prompt eval time =    5300.61 ms /   157 tokens (   33.76 ms per token,    29.62 tokens per second)
16.53.328.009 I slot print_timing: id  3 | task 9269 |        eval time =    7495.24 ms /   116 tokens (   65.18 ms per token,    15.34 tokens per second)
16.53.328.039 I slot print_timing: id  3 | task 9269 |       total time =   12795.85 ms /   273 tokens
16.53.328.065 I slot print_timing: id  3 | task 9269 |    graphs reused =       9098
16.53.328.445 I slot      release: id  3 | task 9269 | stop processing: n_tokens = 520, truncated = 0
16.53.337.001 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.764 (> 0.100 thold), f_keep = 0.462
16.53.350.435 I slot launch_slot_: id  3 | task 9386 | processing task, is_child = 0
17.00.026.210 I slot print_timing: id  3 | task 9386 | prompt eval time =    2427.57 ms /    72 tokens (   33.72 ms per token,    29.66 tokens per second)
17.00.026.273 I slot print_timing: id  3 | task 9386 |        eval time =    4248.12 ms /    67 tokens (   64.37 ms per token,    15.54 tokens per second)
17.00.026.320 I slot print_timing: id  3 | task 9386 |       total time =    6675.69 ms /   139 tokens
17.00.026.347 I slot print_timing: id  3 | task 9386 |    graphs reused =       9163
17.00.026.441 I slot      release: id  3 | task 9386 | stop processing: n_tokens = 380, truncated = 0
17.00.034.963 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.714 (> 0.100 thold), f_keep = 0.645
17.00.035.224 I slot launch_slot_: id  3 | task 9454 | processing task, is_child = 0
17.07.553.058 I slot print_timing: id  3 | task 9454 | prompt eval time =    3218.96 ms /    98 tokens (   32.85 ms per token,    30.44 tokens per second)
17.07.553.122 I slot print_timing: id  3 | task 9454 |        eval time =    4298.80 ms /    67 tokens (   65.13 ms per token,    15.35 tokens per second)
17.07.553.149 I slot print_timing: id  3 | task 9454 |       total time =    7517.76 ms /   165 tokens
17.07.553.193 I slot print_timing: id  3 | task 9454 |    graphs reused =       9228
17.07.554.464 I slot      release: id  3 | task 9454 | stop processing: n_tokens = 409, truncated = 0
17.07.562.005 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.692 (> 0.100 thold), f_keep = 0.587
17.07.562.201 I slot launch_slot_: id  3 | task 9522 | processing task, is_child = 0
17.16.579.637 I slot print_timing: id  3 | task 9522 | prompt eval time =    3591.92 ms /   107 tokens (   33.57 ms per token,    29.79 tokens per second)
17.16.579.705 I slot print_timing: id  3 | task 9522 |        eval time =    5425.46 ms /    84 tokens (   65.37 ms per token,    15.30 tokens per second)
17.16.579.731 I slot print_timing: id  3 | task 9522 |       total time =    9017.38 ms /   191 tokens
17.16.579.758 I slot print_timing: id  3 | task 9522 |    graphs reused =       9310
17.16.579.860 I slot      release: id  3 | task 9522 | stop processing: n_tokens = 430, truncated = 0
17.16.589.212 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.481 (> 0.100 thold), f_keep = 0.558
17.16.589.453 I slot launch_slot_: id  3 | task 9607 | processing task, is_child = 0
17.30.750.352 I slot print_timing: id  3 | task 9607 | prompt eval time =    8533.61 ms /   259 tokens (   32.95 ms per token,    30.35 tokens per second)
17.30.750.412 I slot print_timing: id  3 | task 9607 |        eval time =    5627.22 ms /    83 tokens (   68.62 ms per token,    14.57 tokens per second)
17.30.750.441 I slot print_timing: id  3 | task 9607 |       total time =   14160.83 ms /   342 tokens
17.30.750.467 I slot print_timing: id  3 | task 9607 |    graphs reused =       9390
17.30.750.581 I slot      release: id  3 | task 9607 | stop processing: n_tokens = 581, truncated = 0
17.30.759.770 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.283 (> 0.100 thold), f_keep = 0.198
17.30.773.186 I slot launch_slot_: id  3 | task 9691 | processing task, is_child = 0
